UID,Chargeability,Start Date,End Date,Client,Project Name,Required Skills,Location,Local Requirement
254,Yes,2020-06-01 00:00:00,2020-02-15 00:00:00,D,Application Security F/P Analysis,ML,Chicago,No
255,No,2020-11-01 00:00:00,2020-03-15 00:00:00,H,Avande,Cloud,Boston,Yes
256,Yes,2020-06-01 00:00:00,2020-03-15 00:00:00,B,Chevron Cloud Security,Oracle,DC,Yes
257,Yes,2020-10-01 00:00:00,2020-11-15 00:00:00,A,iDefense- Odin,Python,DC,No
258,Yes,2020-06-01 00:00:00,2020-07-15 00:00:00,F,Journey2Cloud,Java,Boston,Yes
259,Yes,2020-08-01 00:00:00,2020-11-15 00:00:00,F,AT&T Application Scanning,Java,Boston,Yes
260,Yes,2020-03-01 00:00:00,2020-03-15 00:00:00,G,iDefense- Odin,Java,Boston,Yes
261,No,2020-06-01 00:00:00,2020-10-15 00:00:00,C,iDefense- Zaim,ML,Boston,No
262,No,2020-04-01 00:00:00,2020-04-15 00:00:00,D,Application Security F/P Analysis,ML,Chicago,No
263,Yes,2020-03-01 00:00:00,2020-01-15 00:00:00,F,Avande,Oracle,Chicago,No
264,Yes,2020-04-01 00:00:00,2020-07-15 00:00:00,E,Cloud Security Enablement Phase 1,Cloud,NYC,Yes
265,No,2020-01-01 00:00:00,2020-02-15 00:00:00,A,Chevron Cloud Security,Cloud,DC,No
266,No,2020-11-01 00:00:00,2020-01-15 00:00:00,F,Journey2Cloud,ML,NYC,No
267,No,2020-11-01 00:00:00,2020-05-15 00:00:00,F,Chevron Cloud Security,ML,NYC,Yes
268,No,2020-07-01 00:00:00,2020-05-15 00:00:00,C,Chevron Cloud Security,ML,Denver,Yes
269,No,2020-11-01 00:00:00,2020-02-15 00:00:00,A,Cyber Integration,Cloud,NYC,Yes
270,Yes,2020-11-01 00:00:00,2020-05-15 00:00:00,E,Journey2Cloud,Python,NYC,Yes
271,Yes,2020-12-01 00:00:00,2020-01-15 00:00:00,E,Journey2Cloud,ML,Denver,No
272,Yes,2020-09-01 00:00:00,2020-10-15 00:00:00,F,Cyber Integration,Java,Denver,No
273,No,2020-08-01 00:00:00,2020-10-15 00:00:00,A,iDefense- Zaim,ML,Chicago,No
274,Yes,2020-07-01 00:00:00,2020-02-15 00:00:00,G,Avande,Cloud,Boston,No
275,No,2020-02-01 00:00:00,2020-11-15 00:00:00,G,AT&T Application Scanning,Oracle,NYC,No
276,Yes,2020-02-01 00:00:00,2020-11-15 00:00:00,C,Cloud Security Enablement Phase 1,Java,NYC,No
277,Yes,2020-04-01 00:00:00,2020-02-15 00:00:00,E,Avande,Python,NYC,No
278,No,2020-02-01 00:00:00,2020-12-15 00:00:00,B,Cyber Integration,ML,NYC,No
279,No,2020-10-01 00:00:00,2020-05-15 00:00:00,H,Malware Analysis & Countermeasures (MAC),Cloud,NYC,No
280,No,2020-07-01 00:00:00,2020-09-15 00:00:00,C,iDefense- Zaim,Python,Chicago,Yes
281,Yes,2020-03-01 00:00:00,2020-10-15 00:00:00,F,Journey2Cloud,Java,NYC,No
282,No,2020-02-01 00:00:00,2020-12-15 00:00:00,G,Chevron Cloud Security,Cloud,Denver,Yes
283,No,2020-08-01 00:00:00,2020-04-15 00:00:00,C,iDefense- Odin,ML,Chicago,Yes
284,Yes,2020-05-01 00:00:00,2020-09-15 00:00:00,G,Journey2Cloud,Cloud,Boston,Yes
285,No,2020-12-01 00:00:00,2020-08-15 00:00:00,E,Chevron Cloud Security,Java,Chicago,No
286,Yes,2020-07-01 00:00:00,2020-10-15 00:00:00,E,Cyber Integration,Java,Denver,Yes
287,No,2020-06-01 00:00:00,2020-03-15 00:00:00,B,iDefense- Zaim,Oracle,DC,No
288,Yes,2020-12-01 00:00:00,2020-01-15 00:00:00,B,AT&T Application Scanning,Java,NYC,No
289,No,2020-08-01 00:00:00,2020-04-15 00:00:00,D,Avande,ML,Boston,Yes
290,Yes,2020-07-01 00:00:00,2020-05-15 00:00:00,C,AT&T Application Scanning,Java,Chicago,Yes
291,Yes,2020-05-01 00:00:00,2020-07-15 00:00:00,G,iDefense- Zaim,ML,Denver,No
292,Yes,2020-08-01 00:00:00,2020-04-15 00:00:00,B,Malware Analysis & Countermeasures (MAC),Python,Boston,Yes
293,Yes,2020-02-01 00:00:00,2020-07-15 00:00:00,F,Chevron Cloud Security,ML,Chicago,No
294,Yes,2020-04-01 00:00:00,2020-11-15 00:00:00,G,iDefense- Odin,Python,Boston,No
295,No,2020-11-01 00:00:00,2020-06-15 00:00:00,G,Application Security F/P Analysis,Cloud,Boston,No
296,Yes,2020-03-01 00:00:00,2020-02-15 00:00:00,G,iDefense- Odin,Java,Denver,Yes
297,No,2020-02-01 00:00:00,2020-08-15 00:00:00,C,AT&T Application Scanning,Cloud,DC,No
298,No,2020-03-01 00:00:00,2020-12-15 00:00:00,E,Chevron Cloud Security,Python,Denver,No
299,No,2020-09-01 00:00:00,2020-05-15 00:00:00,E,Chevron Cloud Security,Python,DC,No
300,No,2020-03-01 00:00:00,2020-06-15 00:00:00,H,iDefense- Odin,ML,Chicago,Yes
301,Yes,2020-02-01 00:00:00,2020-11-15 00:00:00,E,Cyber Integration,ML,NYC,Yes
302,No,2020-10-01 00:00:00,2020-10-15 00:00:00,D,Avande,Python,Chicago,No
303,No,2020-08-01 00:00:00,2020-04-15 00:00:00,A,Journey2Cloud,Cloud,Chicago,No
304,No,2020-01-01 00:00:00,2020-08-15 00:00:00,H,Application Security F/P Analysis,Python,Boston,Yes
305,No,2020-03-01 00:00:00,2020-05-15 00:00:00,H,Malware Analysis & Countermeasures (MAC),ML,Chicago,Yes
306,Yes,2020-03-01 00:00:00,2020-03-15 00:00:00,E,Avande,Cloud,DC,Yes
307,Yes,2020-02-01 00:00:00,2020-04-15 00:00:00,E,Chevron Cloud Security,ML,DC,No
308,Yes,2020-05-01 00:00:00,2020-03-15 00:00:00,D,Cloud Security Enablement Phase 1,Python,Chicago,Yes
309,Yes,2020-04-01 00:00:00,2020-06-15 00:00:00,D,Application Security F/P Analysis,Python,Denver,Yes
310,No,2020-07-01 00:00:00,2020-04-15 00:00:00,F,Cloud Security Enablement Phase 1,Oracle,Denver,Yes
311,No,2020-08-01 00:00:00,2020-06-15 00:00:00,F,AT&T Application Scanning,Cloud,Denver,Yes
312,Yes,2020-03-01 00:00:00,2020-09-15 00:00:00,C,iDefense- Zaim,Python,Denver,Yes
313,Yes,2020-05-01 00:00:00,2020-12-15 00:00:00,F,Cloud Security Enablement Phase 1,Cloud,NYC,Yes
314,No,2020-10-01 00:00:00,2020-02-15 00:00:00,H,Chevron Cloud Security,Java,Chicago,Yes
315,Yes,2020-04-01 00:00:00,2020-03-15 00:00:00,G,iDefense- Odin,Java,Denver,Yes
316,No,2020-11-01 00:00:00,2020-05-15 00:00:00,H,Malware Analysis & Countermeasures (MAC),Python,DC,Yes
317,No,2020-12-01 00:00:00,2020-09-15 00:00:00,E,Chevron Cloud Security,Python,Denver,Yes
318,No,2020-09-01 00:00:00,2020-05-15 00:00:00,F,Chevron Cloud Security,ML,Chicago,No
319,No,2020-09-01 00:00:00,2020-06-15 00:00:00,D,Journey2Cloud,Python,Denver,No
320,Yes,2020-07-01 00:00:00,2020-07-15 00:00:00,H,Journey2Cloud,Java,DC,No
321,No,2020-11-01 00:00:00,2020-12-15 00:00:00,A,Application Security F/P Analysis,Java,Boston,No
322,No,2020-04-01 00:00:00,2020-05-15 00:00:00,E,AT&T Application Scanning,ML,NYC,Yes
323,Yes,2020-10-01 00:00:00,2020-09-15 00:00:00,E,Malware Analysis & Countermeasures (MAC),Java,DC,No
324,Yes,2020-04-01 00:00:00,2020-04-15 00:00:00,B,Malware Analysis & Countermeasures (MAC),Python,DC,Yes
325,Yes,2020-07-01 00:00:00,2020-02-15 00:00:00,C,AT&T Application Scanning,Cloud,Denver,No
326,No,2020-08-01 00:00:00,2020-08-15 00:00:00,E,iDefense- Zaim,Cloud,Boston,Yes
327,No,2020-07-01 00:00:00,2020-03-15 00:00:00,D,Journey2Cloud,Java,NYC,No
328,Yes,2020-07-01 00:00:00,2020-11-15 00:00:00,B,Journey2Cloud,Cloud,Boston,Yes
329,Yes,2020-03-01 00:00:00,2020-09-15 00:00:00,G,Malware Analysis & Countermeasures (MAC),Java,DC,Yes
330,No,2020-02-01 00:00:00,2020-03-15 00:00:00,F,Malware Analysis & Countermeasures (MAC),ML,Chicago,Yes
331,No,2020-05-01 00:00:00,2020-03-15 00:00:00,B,Avande,ML,NYC,Yes
332,No,2020-04-01 00:00:00,2020-08-15 00:00:00,C,Chevron Cloud Security,Java,Chicago,Yes
333,No,2020-03-01 00:00:00,2020-02-15 00:00:00,F,iDefense- Zaim,Python,Boston,Yes
334,No,2020-11-01 00:00:00,2020-04-15 00:00:00,C,Journey2Cloud,ML,NYC,No
335,Yes,2020-10-01 00:00:00,2020-01-15 00:00:00,A,AT&T Application Scanning,Cloud,NYC,No
336,No,2020-09-01 00:00:00,2020-07-15 00:00:00,A,Chevron Cloud Security,ML,Boston,Yes
337,No,2020-06-01 00:00:00,2020-07-15 00:00:00,A,Cyber Integration,ML,DC,Yes
338,Yes,2020-10-01 00:00:00,2020-12-15 00:00:00,H,AT&T Application Scanning,Cloud,DC,No
339,No,2020-10-01 00:00:00,2020-06-15 00:00:00,G,AT&T Application Scanning,Oracle,DC,Yes
340,No,2020-11-01 00:00:00,2020-07-15 00:00:00,A,Cyber Integration,ML,Boston,Yes
341,No,2020-11-01 00:00:00,2020-03-15 00:00:00,C,Cloud Security Enablement Phase 1,ML,Denver,No
342,Yes,2020-09-01 00:00:00,2020-07-15 00:00:00,B,Chevron Cloud Security,ML,Boston,No
343,No,2020-08-01 00:00:00,2020-02-15 00:00:00,B,Cyber Integration,Python,Denver,No
344,No,2020-10-01 00:00:00,2020-04-15 00:00:00,H,Application Security F/P Analysis,Cloud,NYC,No
345,Yes,2020-12-01 00:00:00,2020-03-15 00:00:00,H,Chevron Cloud Security,Java,NYC,No
346,Yes,2020-10-01 00:00:00,2020-11-15 00:00:00,F,iDefense- Zaim,Python,NYC,Yes
347,Yes,2020-11-01 00:00:00,2020-01-15 00:00:00,F,iDefense- Odin,Cloud,Chicago,Yes
348,No,2020-09-01 00:00:00,2020-04-15 00:00:00,C,Cyber Integration,ML,Denver,Yes
349,Yes,2020-12-01 00:00:00,2020-12-15 00:00:00,F,Malware Analysis & Countermeasures (MAC),Cloud,DC,No
350,No,2020-05-01 00:00:00,2020-01-15 00:00:00,C,Malware Analysis & Countermeasures (MAC),ML,Denver,Yes
351,No,2020-11-01 00:00:00,2020-02-15 00:00:00,D,Malware Analysis & Countermeasures (MAC),Java,DC,No
352,Yes,2020-06-01 00:00:00,2020-07-15 00:00:00,D,Cyber Integration,Python,Boston,No
353,Yes,2020-02-01 00:00:00,2020-05-15 00:00:00,B,Application Security F/P Analysis,Oracle,DC,No
354,No,2020-02-01 00:00:00,2020-10-15 00:00:00,H,AT&T Application Scanning,ML,Boston,Yes
355,No,2020-01-01 00:00:00,2020-12-15 00:00:00,H,Avande,ML,DC,Yes
356,Yes,2020-11-01 00:00:00,2020-04-15 00:00:00,E,iDefense- Odin,Cloud,DC,No
357,No,2020-06-01 00:00:00,2020-01-15 00:00:00,F,iDefense- Odin,Java,Boston,No
358,Yes,2020-10-01 00:00:00,2020-02-15 00:00:00,G,Avande,Cloud,DC,Yes
359,Yes,2020-05-01 00:00:00,2020-06-15 00:00:00,E,AT&T Application Scanning,Oracle,Boston,Yes
360,No,2020-01-01 00:00:00,2020-09-15 00:00:00,C,Journey2Cloud,ML,NYC,Yes
361,No,2020-02-01 00:00:00,2020-02-15 00:00:00,A,AT&T Application Scanning,ML,Denver,No
362,Yes,2020-03-01 00:00:00,2020-05-15 00:00:00,C,Cyber Integration,Java,Denver,Yes
363,Yes,2020-04-01 00:00:00,2020-12-15 00:00:00,B,iDefense- Odin,Cloud,Denver,Yes
364,No,2020-08-01 00:00:00,2020-11-15 00:00:00,E,iDefense- Zaim,Java,Chicago,Yes
365,No,2020-09-01 00:00:00,2020-03-15 00:00:00,E,Avande,Oracle,NYC,No
366,No,2020-09-01 00:00:00,2020-02-15 00:00:00,F,iDefense- Odin,ML,NYC,No
367,No,2020-02-01 00:00:00,2020-08-15 00:00:00,H,Avande,Oracle,DC,Yes
368,No,2020-07-01 00:00:00,2020-04-15 00:00:00,A,Journey2Cloud,Python,Denver,No
369,Yes,2020-07-01 00:00:00,2020-12-15 00:00:00,E,Application Security F/P Analysis,Python,DC,No
370,No,2020-09-01 00:00:00,2020-08-15 00:00:00,A,AT&T Application Scanning,ML,Chicago,No
371,No,2020-11-01 00:00:00,2020-01-15 00:00:00,E,iDefense- Odin,Python,DC,Yes
372,Yes,2020-10-01 00:00:00,2020-10-15 00:00:00,D,iDefense- Odin,Oracle,Chicago,No
373,No,2020-06-01 00:00:00,2020-05-15 00:00:00,F,Application Security F/P Analysis,Python,NYC,No
374,No,2020-08-01 00:00:00,2020-03-15 00:00:00,B,iDefense- Odin,Cloud,NYC,No
375,No,2020-02-01 00:00:00,2020-02-15 00:00:00,G,iDefense- Zaim,Java,Denver,Yes
376,Yes,2020-09-01 00:00:00,2020-07-15 00:00:00,A,AT&T Application Scanning,Cloud,Denver,Yes
377,Yes,2020-10-01 00:00:00,2020-01-15 00:00:00,G,AT&T Application Scanning,ML,DC,No
378,No,2020-06-01 00:00:00,2020-04-15 00:00:00,D,iDefense- Odin,Oracle,NYC,Yes
379,No,2020-03-01 00:00:00,2020-01-15 00:00:00,D,Malware Analysis & Countermeasures (MAC),Python,DC,Yes
380,No,2020-03-01 00:00:00,2020-07-15 00:00:00,D,AT&T Application Scanning,Java,Denver,Yes
381,Yes,2020-12-01 00:00:00,2020-03-15 00:00:00,E,Avande,Cloud,Boston,No
382,Yes,2020-08-01 00:00:00,2020-07-15 00:00:00,B,Malware Analysis & Countermeasures (MAC),Cloud,Chicago,No
383,Yes,2020-03-01 00:00:00,2020-03-15 00:00:00,F,Cyber Integration,Cloud,NYC,Yes
384,Yes,2020-08-01 00:00:00,2020-08-15 00:00:00,G,Cyber Integration,Java,Chicago,Yes
385,Yes,2020-01-01 00:00:00,2020-04-15 00:00:00,G,Journey2Cloud,Oracle,Boston,No
386,Yes,2020-06-01 00:00:00,2020-03-15 00:00:00,H,Avande,Oracle,Chicago,No
387,No,2020-02-01 00:00:00,2020-12-15 00:00:00,H,Chevron Cloud Security,Cloud,Chicago,No
388,No,2020-11-01 00:00:00,2020-09-15 00:00:00,B,Cloud Security Enablement Phase 1,ML,Chicago,No
389,No,2020-01-01 00:00:00,2020-02-15 00:00:00,F,iDefense- Odin,Java,NYC,No
390,No,2020-09-01 00:00:00,2020-12-15 00:00:00,E,AT&T Application Scanning,ML,Chicago,No
391,No,2020-12-01 00:00:00,2020-11-15 00:00:00,A,Cloud Security Enablement Phase 1,ML,NYC,Yes
392,Yes,2020-01-01 00:00:00,2020-11-15 00:00:00,B,iDefense- Odin,Java,Chicago,No
393,No,2020-04-01 00:00:00,2020-06-15 00:00:00,F,Cloud Security Enablement Phase 1,Oracle,Chicago,Yes
394,Yes,2020-06-01 00:00:00,2020-05-15 00:00:00,D,Chevron Cloud Security,ML,NYC,Yes
395,No,2020-11-01 00:00:00,2020-01-15 00:00:00,H,Journey2Cloud,Cloud,DC,Yes
396,No,2020-11-01 00:00:00,2020-01-15 00:00:00,D,iDefense- Odin,ML,Boston,Yes
397,No,2020-05-01 00:00:00,2020-03-15 00:00:00,G,Application Security F/P Analysis,Cloud,NYC,No
398,No,2020-01-01 00:00:00,2020-04-15 00:00:00,F,Avande,Cloud,DC,No
399,No,2020-03-01 00:00:00,2020-05-15 00:00:00,A,Malware Analysis & Countermeasures (MAC),Python,Denver,Yes
400,Yes,2020-11-01 00:00:00,2020-04-15 00:00:00,D,Chevron Cloud Security,ML,Boston,No
401,No,2020-10-01 00:00:00,2020-01-15 00:00:00,D,Malware Analysis & Countermeasures (MAC),Cloud,Boston,No
402,No,2020-08-01 00:00:00,2020-12-15 00:00:00,D,Avande,Oracle,Chicago,No
403,No,2020-10-01 00:00:00,2020-12-15 00:00:00,G,AT&T Application Scanning,Oracle,Chicago,No
404,Yes,2020-06-01 00:00:00,2020-12-15 00:00:00,E,Application Security F/P Analysis,Oracle,DC,Yes
405,Yes,2020-12-01 00:00:00,2020-07-15 00:00:00,A,Application Security F/P Analysis,Cloud,Boston,Yes
406,No,2020-06-01 00:00:00,2020-02-15 00:00:00,H,Malware Analysis & Countermeasures (MAC),Java,Chicago,Yes
407,No,2020-09-01 00:00:00,2020-10-15 00:00:00,D,Avande,Python,Denver,Yes
408,Yes,2020-10-01 00:00:00,2020-08-15 00:00:00,G,Cyber Integration,Python,NYC,No
409,Yes,2020-02-01 00:00:00,2020-09-15 00:00:00,H,Cloud Security Enablement Phase 1,Cloud,Chicago,No
410,No,2020-04-01 00:00:00,2020-06-15 00:00:00,F,Cyber Integration,Python,Boston,Yes
411,Yes,2020-01-01 00:00:00,2020-11-15 00:00:00,E,iDefense- Zaim,Java,Denver,Yes
412,No,2020-09-01 00:00:00,2020-12-15 00:00:00,H,AT&T Application Scanning,ML,DC,No
413,No,2020-03-01 00:00:00,2020-09-15 00:00:00,F,AT&T Application Scanning,ML,Denver,No
414,No,2020-11-01 00:00:00,2020-05-15 00:00:00,G,Avande,Python,NYC,No
415,No,2020-05-01 00:00:00,2020-08-15 00:00:00,G,Cloud Security Enablement Phase 1,Python,Chicago,Yes
416,Yes,2020-06-01 00:00:00,2020-11-15 00:00:00,A,AT&T Application Scanning,Java,NYC,Yes
417,No,2020-01-01 00:00:00,2020-07-15 00:00:00,B,Cyber Integration,Python,DC,No
418,Yes,2020-01-01 00:00:00,2020-01-15 00:00:00,H,Cloud Security Enablement Phase 1,Oracle,NYC,No
419,Yes,2020-09-01 00:00:00,2020-03-15 00:00:00,E,Cloud Security Enablement Phase 1,Oracle,NYC,Yes
420,Yes,2020-12-01 00:00:00,2020-10-15 00:00:00,G,Cyber Integration,ML,Denver,Yes
421,Yes,2020-10-01 00:00:00,2020-02-15 00:00:00,C,Malware Analysis & Countermeasures (MAC),Cloud,Denver,No
422,No,2020-12-01 00:00:00,2020-03-15 00:00:00,B,iDefense- Zaim,Oracle,DC,No
423,No,2020-08-01 00:00:00,2020-05-15 00:00:00,F,iDefense- Zaim,Java,Denver,Yes
424,Yes,2020-03-01 00:00:00,2020-07-15 00:00:00,D,AT&T Application Scanning,Java,Denver,No
425,Yes,2020-06-01 00:00:00,2020-10-15 00:00:00,G,Application Security F/P Analysis,Java,DC,Yes
426,No,2020-03-01 00:00:00,2020-07-15 00:00:00,F,Application Security F/P Analysis,Cloud,DC,Yes
427,No,2020-05-01 00:00:00,2020-05-15 00:00:00,F,Application Security F/P Analysis,Java,NYC,Yes
428,Yes,2020-12-01 00:00:00,2020-02-15 00:00:00,A,iDefense- Zaim,Cloud,Denver,Yes
429,Yes,2020-03-01 00:00:00,2020-03-15 00:00:00,G,Malware Analysis & Countermeasures (MAC),Oracle,Denver,Yes
430,No,2020-06-01 00:00:00,2020-05-15 00:00:00,E,Avande,ML,Denver,No
431,No,2020-03-01 00:00:00,2020-05-15 00:00:00,G,Application Security F/P Analysis,Cloud,Boston,Yes
432,No,2020-10-01 00:00:00,2020-06-15 00:00:00,C,Application Security F/P Analysis,Cloud,Boston,Yes
433,No,2020-01-01 00:00:00,2020-06-15 00:00:00,D,Cloud Security Enablement Phase 1,Java,Denver,Yes
434,Yes,2020-09-01 00:00:00,2020-12-15 00:00:00,F,Chevron Cloud Security,Java,NYC,Yes
435,No,2020-10-01 00:00:00,2020-10-15 00:00:00,F,Chevron Cloud Security,Java,DC,Yes
436,No,2020-06-01 00:00:00,2020-03-15 00:00:00,B,Avande,Java,Boston,No
437,No,2020-06-01 00:00:00,2020-03-15 00:00:00,A,Application Security F/P Analysis,ML,Denver,Yes
438,Yes,2020-11-01 00:00:00,2020-11-15 00:00:00,H,Avande,Oracle,NYC,No
439,Yes,2020-01-01 00:00:00,2020-02-15 00:00:00,H,Application Security F/P Analysis,Cloud,NYC,Yes
440,No,2020-07-01 00:00:00,2020-11-15 00:00:00,H,Cyber Integration,Oracle,Denver,No
441,Yes,2020-07-01 00:00:00,2020-08-15 00:00:00,F,Chevron Cloud Security,ML,Boston,Yes
442,Yes,2020-04-01 00:00:00,2020-03-15 00:00:00,A,Avande,ML,Denver,No
443,No,2020-02-01 00:00:00,2020-11-15 00:00:00,E,Chevron Cloud Security,ML,Denver,Yes
444,No,2020-08-01 00:00:00,2020-12-15 00:00:00,F,iDefense- Odin,Cloud,Denver,Yes
445,No,2020-06-01 00:00:00,2020-12-15 00:00:00,A,Application Security F/P Analysis,Java,DC,Yes
446,No,2020-08-01 00:00:00,2020-02-15 00:00:00,E,Avande,Java,DC,Yes
447,Yes,2020-06-01 00:00:00,2020-02-15 00:00:00,H,Journey2Cloud,Java,NYC,No
448,No,2020-04-01 00:00:00,2020-01-15 00:00:00,A,Malware Analysis & Countermeasures (MAC),ML,DC,No
449,Yes,2020-06-01 00:00:00,2020-12-15 00:00:00,F,iDefense- Zaim,Oracle,Denver,Yes
450,No,2020-09-01 00:00:00,2020-10-15 00:00:00,D,AT&T Application Scanning,ML,DC,No
451,No,2020-11-01 00:00:00,2020-01-15 00:00:00,F,iDefense- Odin,Oracle,Boston,Yes
452,Yes,2020-04-01 00:00:00,2020-03-15 00:00:00,A,Malware Analysis & Countermeasures (MAC),Cloud,Boston,Yes
453,Yes,2020-09-01 00:00:00,2020-03-15 00:00:00,H,iDefense- Odin,Oracle,Denver,No
454,No,2020-10-01 00:00:00,2020-02-15 00:00:00,D,Malware Analysis & Countermeasures (MAC),Java,Denver,Yes
455,Yes,2020-05-01 00:00:00,2020-09-15 00:00:00,C,Journey2Cloud,Cloud,DC,No
456,Yes,2020-07-01 00:00:00,2020-10-15 00:00:00,A,Avande,Cloud,Denver,Yes
457,Yes,2020-08-01 00:00:00,2020-04-15 00:00:00,G,Journey2Cloud,ML,Chicago,Yes
458,No,2020-02-01 00:00:00,2020-03-15 00:00:00,H,Application Security F/P Analysis,Java,DC,No
459,Yes,2020-07-01 00:00:00,2020-12-15 00:00:00,F,Cyber Integration,Oracle,Boston,No
460,No,2020-04-01 00:00:00,2020-09-15 00:00:00,A,Cyber Integration,Oracle,Boston,No
461,No,2020-08-01 00:00:00,2020-04-15 00:00:00,D,AT&T Application Scanning,Oracle,Chicago,No
462,Yes,2020-03-01 00:00:00,2020-04-15 00:00:00,A,Cloud Security Enablement Phase 1,ML,DC,No
463,No,2020-08-01 00:00:00,2020-03-15 00:00:00,G,iDefense- Odin,Python,DC,No
464,No,2020-08-01 00:00:00,2020-09-15 00:00:00,E,iDefense- Zaim,Oracle,Chicago,No
465,Yes,2020-08-01 00:00:00,2020-05-15 00:00:00,G,Chevron Cloud Security,Oracle,Denver,Yes
466,Yes,2020-12-01 00:00:00,2020-12-15 00:00:00,C,iDefense- Odin,Oracle,DC,Yes
467,Yes,2020-06-01 00:00:00,2020-06-15 00:00:00,B,Journey2Cloud,Python,NYC,No
468,Yes,2020-07-01 00:00:00,2020-06-15 00:00:00,D,Avande,Python,NYC,Yes
469,No,2020-09-01 00:00:00,2020-01-15 00:00:00,D,iDefense- Odin,Python,Boston,Yes
470,No,2020-03-01 00:00:00,2020-04-15 00:00:00,A,iDefense- Zaim,Cloud,NYC,No
471,Yes,2020-11-01 00:00:00,2020-03-15 00:00:00,H,Malware Analysis & Countermeasures (MAC),Oracle,Chicago,No
472,No,2020-07-01 00:00:00,2020-03-15 00:00:00,E,Malware Analysis & Countermeasures (MAC),Python,DC,No
473,Yes,2020-04-01 00:00:00,2020-06-15 00:00:00,E,Avande,Oracle,Denver,Yes
474,No,2020-02-01 00:00:00,2020-01-15 00:00:00,D,Journey2Cloud,Python,DC,Yes
475,No,2020-11-01 00:00:00,2020-03-15 00:00:00,C,Application Security F/P Analysis,Java,Denver,Yes
476,Yes,2020-09-01 00:00:00,2020-03-15 00:00:00,B,Avande,Java,Chicago,No
477,No,2020-02-01 00:00:00,2020-03-15 00:00:00,F,iDefense- Zaim,Oracle,Boston,No
478,No,2020-07-01 00:00:00,2020-11-15 00:00:00,B,Journey2Cloud,Oracle,Boston,Yes
479,No,2020-11-01 00:00:00,2020-10-15 00:00:00,G,iDefense- Zaim,Python,DC,Yes
480,No,2020-02-01 00:00:00,2020-04-15 00:00:00,F,Journey2Cloud,Cloud,DC,No
481,Yes,2020-06-01 00:00:00,2020-05-15 00:00:00,B,Application Security F/P Analysis,Python,Boston,No
482,Yes,2020-10-01 00:00:00,2020-12-15 00:00:00,E,Malware Analysis & Countermeasures (MAC),Java,Boston,No
483,Yes,2020-07-01 00:00:00,2020-01-15 00:00:00,D,Application Security F/P Analysis,Java,Chicago,No
484,Yes,2020-02-01 00:00:00,2020-01-15 00:00:00,B,Cloud Security Enablement Phase 1,Java,Chicago,No
485,No,2020-12-01 00:00:00,2020-11-15 00:00:00,E,Cloud Security Enablement Phase 1,Oracle,NYC,No
486,No,2020-07-01 00:00:00,2020-07-15 00:00:00,G,Journey2Cloud,Cloud,NYC,Yes
487,No,2020-06-01 00:00:00,2020-02-15 00:00:00,C,Avande,Oracle,Boston,No
488,No,2020-10-01 00:00:00,2020-12-15 00:00:00,H,Malware Analysis & Countermeasures (MAC),Oracle,NYC,Yes
489,No,2020-07-01 00:00:00,2020-10-15 00:00:00,E,AT&T Application Scanning,ML,DC,Yes
490,Yes,2020-09-01 00:00:00,2020-07-15 00:00:00,C,Cloud Security Enablement Phase 1,Python,Chicago,No
491,Yes,2020-12-01 00:00:00,2020-10-15 00:00:00,F,iDefense- Odin,Cloud,NYC,Yes
492,No,2020-06-01 00:00:00,2020-02-15 00:00:00,G,AT&T Application Scanning,Oracle,NYC,No
493,Yes,2020-08-01 00:00:00,2020-02-15 00:00:00,E,Journey2Cloud,Java,Denver,Yes
494,No,2020-08-01 00:00:00,2020-05-15 00:00:00,D,Application Security F/P Analysis,Python,Chicago,Yes
495,No,2020-02-01 00:00:00,2020-12-15 00:00:00,F,Application Security F/P Analysis,Java,Chicago,No
496,Yes,2020-05-01 00:00:00,2020-07-15 00:00:00,F,iDefense- Zaim,Cloud,DC,No
497,Yes,2020-08-01 00:00:00,2020-06-15 00:00:00,H,iDefense- Odin,ML,NYC,No
498,Yes,2020-08-01 00:00:00,2020-07-15 00:00:00,G,Malware Analysis & Countermeasures (MAC),Java,Chicago,No
499,Yes,2020-05-01 00:00:00,2020-10-15 00:00:00,H,Cloud Security Enablement Phase 1,Python,Boston,Yes
500,Yes,2020-06-01 00:00:00,2020-07-15 00:00:00,G,Avande,Cloud,Denver,Yes
501,Yes,2020-06-01 00:00:00,2020-04-15 00:00:00,E,Cyber Integration,ML,Denver,Yes
502,Yes,2020-04-01 00:00:00,2020-07-15 00:00:00,A,AT&T Application Scanning,Oracle,Denver,Yes
503,Yes,2020-06-01 00:00:00,2020-02-15 00:00:00,D,Avande,Cloud,Boston,Yes
504,Yes,2020-12-01 00:00:00,2020-03-15 00:00:00,B,Avande,Python,Chicago,Yes
505,No,2020-03-01 00:00:00,2020-07-15 00:00:00,F,Journey2Cloud,Java,DC,No
506,Yes,2020-12-01 00:00:00,2020-03-15 00:00:00,G,Chevron Cloud Security,Cloud,Chicago,No
507,No,2020-01-01 00:00:00,2020-05-15 00:00:00,A,Chevron Cloud Security,ML,Boston,No
508,Yes,2020-02-01 00:00:00,2020-07-15 00:00:00,C,Cyber Integration,Python,Denver,No
509,No,2020-04-01 00:00:00,2020-08-15 00:00:00,H,Malware Analysis & Countermeasures (MAC),Oracle,NYC,Yes
