UID,Service,Talent Segment,Role,Level,Skills,Certs,Coming Available,Market Unit,Local Office
982,Operations,Business,Cloud Security Senior Analyst,8,Cloud,CAP,2020-08-01 00:00:00,West,Chicago
983,Technology,Design,Security Consulting Analyst,5,Java,CAP,2020-09-01 00:00:00,Northeast,Chicago
984,Technology,Business,Consulting Development Senior Analyst,4,Oracle,CISSP,2020-11-01 00:00:00,Northeast,Boston
985,Strategy & Consulting,Strategy,Consulting Development Analyst,2,Cloud,AWS SA,2020-11-01 00:00:00,South,Boston
986,Interactive,Account Leadership,Consulting Development Analyst,10,Oracle,CAP,2020-05-01 00:00:00,South,Boston
987,Operations,Design,Consulting Development Senior Analyst,9,Oracle,CAP,2020-07-01 00:00:00,Midwest,Denver
988,Technology,Security,Consulting Development Senior Analyst,4,Cloud,AWS SA,2020-06-01 00:00:00,Midwest,Boston
989,Interactive,Finance,Security Consulting Senior Analyst,3,Python,CAP,2020-02-01 00:00:00,West,DC
990,Interactive,Strategy,Security Consulting Senior Analyst,5,ML,CISSP,2020-11-01 00:00:00,South,NYC
991,Technology,Legal,Consulting Development Senior Analyst,1,Oracle,AWS SA,2020-12-01 00:00:00,Midwest,DC
992,Interactive,Consulting,Cloud Security Senior Analyst,7,Oracle,CAP,2020-06-01 00:00:00,Midwest,Denver
993,Operations,Human Resources,Cloud Security Analyst,6,Cloud,IBD DSPC,2020-05-01 00:00:00,South,Boston
994,Technology,Engineering,Consulting Development Analyst,9,ML,AWS SA,2020-05-01 00:00:00,South,Denver
995,Technology,IT Operations,Security Consulting Senior Analyst,2,Oracle,AWS SA,2020-03-01 00:00:00,Midwest,Chicago
996,Operations,Business,Security Consulting Senior Analyst,3,Cloud,CAP,2020-07-01 00:00:00,West,Boston
997,Technology,Strategy,Security Consulting Senior Analyst,1,Python,IBD DSPC,2020-10-01 00:00:00,West,Boston
998,Operations,Account Leadership,Security Consulting Analyst,11,ML,AWS SA,2020-04-01 00:00:00,South,Denver
999,Strategy & Consulting,IT Operations,Security Consulting Analyst,5,ML,AWS SA,2020-05-01 00:00:00,Northeast,DC
