UID,Service,Talent Segment,Role,Level,Skills,Certs,Coming Available,Market Unit,Local Office
978,Strategy & Consulting,Consulting,Cloud Security Analyst,11,Java,CISSP,2020-09-01 00:00:00,Northeast,NYC
979,Operations,Strategy,Security Consulting Senior Analyst,9,Cloud,AWS SA,2020-02-01 00:00:00,South,Boston
980,Strategy & Consulting,Consulting,Security Consulting Analyst,8,Python,CAP,2020-09-01 00:00:00,Northeast,Chicago
981,Strategy & Consulting,Account Leadership,Security Consulting Senior Analyst,11,ML,AWS SA,2020-11-01 00:00:00,Northeast,DC
982,Interactive,IT Operations,Consulting Development Senior Analyst,7,Java,CISSP,2020-01-01 00:00:00,West,Chicago
983,Technology,Strategy,Security Consulting Senior Analyst,2,Cloud,CAP,2020-01-01 00:00:00,South,Denver
984,Operations,Business,Consulting Development Senior Analyst,4,Cloud,AWS SA,2020-05-01 00:00:00,Northeast,Denver
985,Operations,Strategy,Cloud Security Analyst,11,ML,CISSP,2020-12-01 00:00:00,Midwest,Denver
986,Strategy & Consulting,Human Resources,Security Consulting Senior Analyst,9,Java,CISSP,2020-08-01 00:00:00,West,Chicago
987,Operations,Finance,Cloud Security Senior Analyst,8,Java,IBD DSPC,2020-10-01 00:00:00,Midwest,DC
988,Operations,IT Operations,Cloud Security Analyst,2,Java,CISSP,2020-10-01 00:00:00,Midwest,NYC
989,Technology,Consulting,Cloud Security Analyst,7,Java,IBD DSPC,2020-10-01 00:00:00,South,Boston
990,Strategy & Consulting,Legal,Consulting Development Senior Analyst,2,Python,IBD DSPC,2020-04-01 00:00:00,Midwest,Chicago
991,Operations,Strategy,Cloud Security Analyst,9,ML,AWS SA,2020-04-01 00:00:00,Northeast,Denver
992,Technology,Strategy,Security Consulting Analyst,4,ML,IBD DSPC,2020-09-01 00:00:00,Northeast,NYC
993,Operations,Human Resources,Security Consulting Analyst,1,Java,AWS SA,2020-01-01 00:00:00,Northeast,Denver
994,Interactive,Engineering,Consulting Development Senior Analyst,9,ML,CISSP,2020-07-01 00:00:00,Northeast,Chicago
995,Technology,IT Operations,Cloud Security Analyst,3,Oracle,CISSP,2020-04-01 00:00:00,South,DC
996,Interactive,Finance,Security Consulting Senior Analyst,2,ML,CISSP,2020-04-01 00:00:00,Northeast,Denver
997,Strategy & Consulting,Engineering,Consulting Development Analyst,11,Cloud,AWS SA,2020-02-01 00:00:00,South,Denver
998,Technology,Account Leadership,Security Consulting Analyst,10,Java,IBD DSPC,2020-09-01 00:00:00,Northeast,Denver
999,Technology,Engineering,Cloud Security Senior Analyst,5,Cloud,CAP,2020-03-01 00:00:00,Northeast,Boston
