UID,Start Date,End Date,Client,Project Name,Required Skills,Location,Local Requirement,Level
236,2020-11-01 00:00:00,2020-12-15 00:00:00,E,Business Project,Salesforce/,Denver,No,6-7
237,2020-01-01 00:00:00,2020-08-15 00:00:00,H,Engineering Project,Excel/MATLAB/Excel/,Boston,Yes,3-4
238,2020-05-01 00:00:00,2020-07-15 00:00:00,E,Human Resources Project,Excel/Excel/,DC,No,8-9
239,2020-04-01 00:00:00,2020-08-15 00:00:00,G,Legal Project,PowerPoint/Excel/PowerPoint/,Denver,No,8-9
240,2020-10-01 00:00:00,2020-12-15 00:00:00,A,IT Operations Project,Excel/Excel/,NYC,No,7-8
241,2020-07-01 00:00:00,2020-08-15 00:00:00,G,Security Project,PowerPoint/,NYC,No,2-3
242,2020-11-01 00:00:00,2020-12-15 00:00:00,C,Engineering Project,Excel/Java/,Boston,Yes,6-7
243,2020-10-01 00:00:00,2020-10-15 00:00:00,A,IT Operations Project,ML/Oracle/,DC,Yes,1-2
244,2020-02-01 00:00:00,2020-04-15 00:00:00,D,Business Project,Excel/Excel/Salesforce/,DC,No,10-11
245,2020-02-01 00:00:00,2020-03-15 00:00:00,B,Finance Project,PowerPoint/Excel/SAP/,Boston,No,8-9
246,2020-02-01 00:00:00,2020-07-15 00:00:00,E,Legal Project,Excel/,DC,No,9-10
247,2020-01-01 00:00:00,2020-01-15 00:00:00,E,Finance Project,SAP/SAP/QuickBooks/,NYC,Yes,6-7
248,2020-05-01 00:00:00,2020-09-15 00:00:00,E,Account Leadership Project,Cloud/Oral communication/,DC,No,3-4
249,2020-05-01 00:00:00,2020-12-15 00:00:00,G,Legal Project,Excel/,NYC,Yes,3-4
250,2020-06-01 00:00:00,2020-08-15 00:00:00,E,Human Resources Project,Excel/,Boston,Yes,1-2
251,2020-02-01 00:00:00,2020-05-15 00:00:00,A,Design Project,PhotoShop/Excel/Excel/,Chicago,Yes,4-5
252,2020-12-01 00:00:00,2020-12-15 00:00:00,E,Strategy Project,Excel/Critical thinking/,NYC,No,2-3
253,2020-07-01 00:00:00,2020-10-15 00:00:00,D,Human Resources Project,Oral communication/Workday/,Boston,Yes,2-3
254,2020-08-01 00:00:00,2020-08-15 00:00:00,E,Finance Project,Excel/Excel/,Boston,Yes,10-11
255,2020-06-01 00:00:00,2020-10-15 00:00:00,E,Finance Project,PowerPoint/PowerPoint/Excel/,NYC,Yes,5-6
256,2020-03-01 00:00:00,2020-05-15 00:00:00,A,Human Resources Project,Excel/,Denver,No,9-10
257,2020-09-01 00:00:00,2020-09-15 00:00:00,D,Legal Project,Excel/Bar/,Boston,No,1-2
258,2020-01-01 00:00:00,2020-10-15 00:00:00,B,Human Resources Project,Oral communication/Oral communication/Workday/,Denver,No,3-4
259,2020-01-01 00:00:00,2020-11-15 00:00:00,A,Strategy Project,Excel/Excel/,DC,Yes,7-8
260,2020-09-01 00:00:00,2020-12-15 00:00:00,E,Design Project,Excel/,Denver,No,2-3
261,2020-07-01 00:00:00,2020-09-15 00:00:00,D,Design Project,PhotoShop/,NYC,No,3-4
262,2020-03-01 00:00:00,2020-04-15 00:00:00,F,Strategy Project,Critical thinking/,Boston,No,8-9
263,2020-09-01 00:00:00,2020-09-15 00:00:00,F,Finance Project,Excel/Excel/Excel/,Denver,Yes,9-10
264,2020-04-01 00:00:00,2020-06-15 00:00:00,B,Business Project,Salesforce/PowerPoint/Salesforce/,NYC,No,4-5
265,2020-08-01 00:00:00,2020-12-15 00:00:00,D,Legal Project,Bar/,Chicago,Yes,7-8
266,2020-11-01 00:00:00,2020-11-15 00:00:00,G,Design Project,Excel/React.js/,Chicago,Yes,9-10
267,2020-03-01 00:00:00,2020-06-15 00:00:00,C,Legal Project,Oral communication/,NYC,Yes,4-5
268,2020-08-01 00:00:00,2020-10-15 00:00:00,F,Design Project,Adobe/,Chicago,No,3-4
269,2020-02-01 00:00:00,2020-11-15 00:00:00,A,Security Project,Java/Oracle/Excel/,Boston,No,8-9
270,2020-04-01 00:00:00,2020-09-15 00:00:00,G,Human Resources Project,Workday/Workday/,Denver,Yes,5-6
271,2020-09-01 00:00:00,2020-11-15 00:00:00,G,Strategy Project,Critical thinking/PowerPoint/Critical thinking/,DC,Yes,1-2
272,2020-10-01 00:00:00,2020-12-15 00:00:00,H,Finance Project,SAP/,Boston,No,1-2
273,2020-01-01 00:00:00,2020-03-15 00:00:00,C,Account Leadership Project,PowerPoint/Oral communication/,DC,No,3-4
274,2020-12-01 00:00:00,2020-12-15 00:00:00,B,Human Resources Project,Excel/,Chicago,No,8-9
275,2020-04-01 00:00:00,2020-11-15 00:00:00,F,Legal Project,Excel/Oral communication/Oral communication/,NYC,No,2-3
276,2020-01-01 00:00:00,2020-07-15 00:00:00,D,Engineering Project,MATLAB/Java/,NYC,No,8-9
277,2020-12-01 00:00:00,2020-12-15 00:00:00,E,Account Leadership Project,PowerPoint/,Denver,No,1-2
278,2020-02-01 00:00:00,2020-07-15 00:00:00,A,Human Resources Project,PowerPoint/PowerPoint/,Denver,Yes,7-8
279,2020-01-01 00:00:00,2020-11-15 00:00:00,G,Engineering Project,PowerPoint/Java/,NYC,No,5-6
280,2020-01-01 00:00:00,2020-09-15 00:00:00,F,Legal Project,PowerPoint/Bar/,Denver,No,5-6
281,2020-11-01 00:00:00,2020-11-15 00:00:00,C,Engineering Project,Excel/Python/Java/,Chicago,Yes,8-9
282,2020-03-01 00:00:00,2020-12-15 00:00:00,E,Human Resources Project,PowerPoint/PowerPoint/Workday/,NYC,Yes,3-4
283,2020-08-01 00:00:00,2020-08-15 00:00:00,D,Strategy Project,Critical thinking/Excel/,DC,No,10-11
284,2020-05-01 00:00:00,2020-06-15 00:00:00,G,Strategy Project,Critical thinking/PowerPoint/Excel/,DC,No,7-8
285,2020-11-01 00:00:00,2020-12-15 00:00:00,H,Engineering Project,MATLAB/Python/,Denver,Yes,8-9
286,2020-06-01 00:00:00,2020-11-15 00:00:00,C,Human Resources Project,Oral communication/Workday/Oral communication/,Denver,No,1-2
287,2020-04-01 00:00:00,2020-04-15 00:00:00,B,Account Leadership Project,Excel/,Denver,Yes,1-2
288,2020-09-01 00:00:00,2020-11-15 00:00:00,F,Human Resources Project,Excel/,DC,No,1-2
289,2020-07-01 00:00:00,2020-08-15 00:00:00,B,Strategy Project,Excel/,NYC,Yes,1-2
290,2020-05-01 00:00:00,2020-10-15 00:00:00,G,Legal Project,Bar/,Denver,No,10-11
291,2020-03-01 00:00:00,2020-04-15 00:00:00,C,Security Project,ML/ML/PowerPoint/,NYC,Yes,2-3
292,2020-05-01 00:00:00,2020-05-15 00:00:00,G,Strategy Project,Excel/Critical thinking/Critical thinking/,Denver,Yes,5-6
293,2020-09-01 00:00:00,2020-12-15 00:00:00,G,Finance Project,QuickBooks/Excel/QuickBooks/,Boston,Yes,8-9
294,2020-12-01 00:00:00,2020-12-15 00:00:00,C,Engineering Project,Excel/Excel/,DC,Yes,10-11
295,2020-06-01 00:00:00,2020-07-15 00:00:00,G,Design Project,PhotoShop/,Denver,Yes,4-5
296,2020-10-01 00:00:00,2020-10-15 00:00:00,G,Account Leadership Project,ML/Oral communication/Excel/,DC,No,5-6
297,2020-10-01 00:00:00,2020-10-15 00:00:00,C,Finance Project,Excel/PowerPoint/,Chicago,Yes,7-8
298,2020-12-01 00:00:00,2020-12-15 00:00:00,A,Finance Project,QuickBooks/,NYC,Yes,2-3
299,2020-08-01 00:00:00,2020-10-15 00:00:00,D,Finance Project,SAP/PowerPoint/PowerPoint/,DC,No,8-9
300,2020-03-01 00:00:00,2020-08-15 00:00:00,D,Engineering Project,Excel/,Boston,Yes,1-2
301,2020-01-01 00:00:00,2020-03-15 00:00:00,C,Strategy Project,PowerPoint/,DC,Yes,3-4
302,2020-03-01 00:00:00,2020-05-15 00:00:00,D,Human Resources Project,PowerPoint/,Boston,Yes,8-9
303,2020-08-01 00:00:00,2020-10-15 00:00:00,B,Business Project,PowerPoint/PowerPoint/PowerPoint/,Denver,Yes,5-6
304,2020-02-01 00:00:00,2020-04-15 00:00:00,H,Engineering Project,Excel/,Boston,No,2-3
305,2020-03-01 00:00:00,2020-04-15 00:00:00,C,Legal Project,Bar/Excel/Excel/,NYC,Yes,3-4
306,2020-05-01 00:00:00,2020-07-15 00:00:00,E,Account Leadership Project,Cloud/,Denver,Yes,5-6
307,2020-11-01 00:00:00,2020-12-15 00:00:00,B,Human Resources Project,Oral communication/,Chicago,No,5-6
308,2020-12-01 00:00:00,2020-12-15 00:00:00,E,Legal Project,Oral communication/Oral communication/Oral communication/,Denver,Yes,5-6
309,2020-12-01 00:00:00,2020-12-15 00:00:00,E,Design Project,Excel/React.js/Excel/,Chicago,No,5-6
310,2020-04-01 00:00:00,2020-08-15 00:00:00,D,Account Leadership Project,Leadership/ML/Leadership/,Denver,Yes,9-10
311,2020-02-01 00:00:00,2020-05-15 00:00:00,B,Design Project,PhotoShop/Excel/,Denver,No,7-8
312,2020-06-01 00:00:00,2020-09-15 00:00:00,C,Human Resources Project,Workday/Workday/Excel/,Boston,Yes,8-9
313,2020-11-01 00:00:00,2020-12-15 00:00:00,A,Design Project,PowerPoint/Adobe/PhotoShop/,Chicago,No,5-6
314,2020-10-01 00:00:00,2020-10-15 00:00:00,E,Strategy Project,Critical thinking/PowerPoint/PowerPoint/,NYC,No,2-3
315,2020-01-01 00:00:00,2020-04-15 00:00:00,E,Account Leadership Project,Excel/Excel/,NYC,No,1-2
316,2020-05-01 00:00:00,2020-06-15 00:00:00,A,Strategy Project,PowerPoint/Critical thinking/PowerPoint/,Boston,No,5-6
317,2020-04-01 00:00:00,2020-10-15 00:00:00,C,Security Project,Python/,NYC,Yes,8-9
318,2020-07-01 00:00:00,2020-11-15 00:00:00,G,Engineering Project,Java/,Denver,No,3-4
319,2020-05-01 00:00:00,2020-06-15 00:00:00,G,Human Resources Project,Oral communication/Excel/,DC,Yes,8-9
320,2020-05-01 00:00:00,2020-06-15 00:00:00,C,Security Project,Java/,Denver,Yes,4-5
321,2020-08-01 00:00:00,2020-09-15 00:00:00,A,Security Project,Cloud/PowerPoint/Python/,DC,Yes,1-2
322,2020-08-01 00:00:00,2020-08-15 00:00:00,E,Finance Project,QuickBooks/PowerPoint/QuickBooks/,NYC,No,3-4
323,2020-11-01 00:00:00,2020-12-15 00:00:00,B,Security Project,PowerPoint/Excel/,DC,Yes,5-6
324,2020-04-01 00:00:00,2020-10-15 00:00:00,H,IT Operations Project,PowerPoint/Java/Java/,Chicago,Yes,8-9
325,2020-04-01 00:00:00,2020-06-15 00:00:00,A,Business Project,Salesforce/,Denver,Yes,1-2
326,2020-11-01 00:00:00,2020-12-15 00:00:00,E,Human Resources Project,PowerPoint/Oral communication/Workday/,DC,Yes,3-4
327,2020-02-01 00:00:00,2020-02-15 00:00:00,E,Strategy Project,Excel/,NYC,No,7-8
328,2020-10-01 00:00:00,2020-12-15 00:00:00,D,Strategy Project,Excel/PowerPoint/PowerPoint/,Chicago,No,8-9
329,2020-06-01 00:00:00,2020-07-15 00:00:00,C,Engineering Project,PowerPoint/,Boston,Yes,3-4
330,2020-12-01 00:00:00,2020-12-15 00:00:00,C,Security Project,Cloud/Python/,Boston,No,2-3
331,2020-07-01 00:00:00,2020-12-15 00:00:00,D,Legal Project,PowerPoint/,Denver,No,2-3
332,2020-08-01 00:00:00,2020-09-15 00:00:00,G,Business Project,Excel/,Chicago,No,9-10
333,2020-12-01 00:00:00,2020-12-15 00:00:00,E,Account Leadership Project,Leadership/Cloud/,NYC,No,7-8
334,2020-02-01 00:00:00,2020-08-15 00:00:00,B,Engineering Project,Excel/Java/,Boston,No,7-8
335,2020-08-01 00:00:00,2020-08-15 00:00:00,D,Strategy Project,Critical thinking/,Chicago,Yes,7-8
336,2020-03-01 00:00:00,2020-10-15 00:00:00,H,IT Operations Project,Cloud/,Boston,No,7-8
337,2020-09-01 00:00:00,2020-09-15 00:00:00,E,Human Resources Project,Workday/Excel/PowerPoint/,DC,No,1-2
338,2020-10-01 00:00:00,2020-12-15 00:00:00,E,Human Resources Project,Excel/Oral communication/PowerPoint/,Chicago,Yes,9-10
339,2020-07-01 00:00:00,2020-08-15 00:00:00,G,Account Leadership Project,Oral communication/,Boston,No,4-5
340,2020-02-01 00:00:00,2020-03-15 00:00:00,C,Account Leadership Project,Cloud/Leadership/PowerPoint/,Boston,Yes,7-8
341,2020-04-01 00:00:00,2020-09-15 00:00:00,A,Account Leadership Project,Leadership/,Chicago,Yes,7-8
342,2020-03-01 00:00:00,2020-06-15 00:00:00,F,Strategy Project,Critical thinking/,DC,No,4-5
343,2020-06-01 00:00:00,2020-10-15 00:00:00,H,Security Project,Excel/Java/,Denver,No,1-2
344,2020-02-01 00:00:00,2020-12-15 00:00:00,E,Business Project,Salesforce/,Boston,No,8-9
345,2020-05-01 00:00:00,2020-10-15 00:00:00,C,Engineering Project,PowerPoint/Python/,Denver,No,5-6
346,2020-03-01 00:00:00,2020-11-15 00:00:00,D,Finance Project,SAP/QuickBooks/Excel/,Boston,No,2-3
347,2020-03-01 00:00:00,2020-10-15 00:00:00,F,Legal Project,Oral communication/,DC,Yes,8-9
348,2020-04-01 00:00:00,2020-05-15 00:00:00,H,Engineering Project,Java/Excel/,DC,Yes,3-4
349,2020-06-01 00:00:00,2020-06-15 00:00:00,A,Human Resources Project,Oral communication/PowerPoint/Excel/,Chicago,Yes,9-10
350,2020-08-01 00:00:00,2020-08-15 00:00:00,E,Design Project,PowerPoint/Excel/PowerPoint/,Chicago,No,8-9
351,2020-04-01 00:00:00,2020-11-15 00:00:00,D,IT Operations Project,Oracle/,Chicago,No,6-7
352,2020-05-01 00:00:00,2020-06-15 00:00:00,F,Design Project,React.js/React.js/,DC,Yes,1-2
353,2020-07-01 00:00:00,2020-09-15 00:00:00,D,Strategy Project,Critical thinking/Critical thinking/Critical thinking/,Boston,No,4-5
354,2020-02-01 00:00:00,2020-02-15 00:00:00,A,Business Project,Excel/Salesforce/Excel/,Boston,Yes,9-10
355,2020-05-01 00:00:00,2020-09-15 00:00:00,F,Human Resources Project,Workday/PowerPoint/Excel/,Chicago,Yes,5-6
356,2020-07-01 00:00:00,2020-11-15 00:00:00,C,Design Project,Excel/,Chicago,Yes,7-8
357,2020-11-01 00:00:00,2020-11-15 00:00:00,G,Engineering Project,MATLAB/,NYC,No,9-10
358,2020-06-01 00:00:00,2020-08-15 00:00:00,H,Strategy Project,Critical thinking/Critical thinking/,Chicago,No,8-9
359,2020-04-01 00:00:00,2020-10-15 00:00:00,D,IT Operations Project,Excel/,DC,No,10-11
360,2020-03-01 00:00:00,2020-12-15 00:00:00,F,Strategy Project,Critical thinking/Critical thinking/Excel/,DC,No,1-2
361,2020-06-01 00:00:00,2020-06-15 00:00:00,G,IT Operations Project,Excel/Java/ML/,DC,No,1-2
362,2020-09-01 00:00:00,2020-10-15 00:00:00,B,IT Operations Project,Excel/PowerPoint/,Denver,No,4-5
363,2020-01-01 00:00:00,2020-11-15 00:00:00,C,Strategy Project,Critical thinking/Excel/Critical thinking/,Boston,Yes,2-3
364,2020-03-01 00:00:00,2020-10-15 00:00:00,H,Business Project,Salesforce/Excel/,DC,No,5-6
365,2020-04-01 00:00:00,2020-05-15 00:00:00,B,Legal Project,Excel/,NYC,No,3-4
366,2020-06-01 00:00:00,2020-12-15 00:00:00,E,Legal Project,Bar/Bar/PowerPoint/,DC,No,4-5
367,2020-10-01 00:00:00,2020-10-15 00:00:00,D,Finance Project,PowerPoint/SAP/PowerPoint/,Chicago,Yes,2-3
368,2020-01-01 00:00:00,2020-03-15 00:00:00,H,Business Project,Excel/,Chicago,Yes,3-4
369,2020-01-01 00:00:00,2020-11-15 00:00:00,F,Account Leadership Project,Leadership/Oral communication/,Boston,Yes,7-8
370,2020-11-01 00:00:00,2020-12-15 00:00:00,A,Engineering Project,PowerPoint/Python/,Chicago,No,9-10
371,2020-10-01 00:00:00,2020-10-15 00:00:00,B,Strategy Project,Excel/PowerPoint/PowerPoint/,NYC,Yes,1-2
372,2020-02-01 00:00:00,2020-05-15 00:00:00,B,IT Operations Project,Oracle/PowerPoint/PowerPoint/,NYC,Yes,1-2
373,2020-09-01 00:00:00,2020-09-15 00:00:00,A,Design Project,PowerPoint/,NYC,Yes,6-7
374,2020-04-01 00:00:00,2020-09-15 00:00:00,H,Finance Project,SAP/,DC,Yes,8-9
375,2020-06-01 00:00:00,2020-08-15 00:00:00,G,IT Operations Project,Oracle/,DC,Yes,1-2
376,2020-12-01 00:00:00,2020-12-15 00:00:00,G,Security Project,Cloud/ML/,NYC,Yes,2-3
377,2020-09-01 00:00:00,2020-11-15 00:00:00,E,Account Leadership Project,Leadership/Cloud/ML/,Chicago,No,1-2
378,2020-04-01 00:00:00,2020-06-15 00:00:00,G,Account Leadership Project,Excel/Cloud/PowerPoint/,Chicago,Yes,7-8
379,2020-08-01 00:00:00,2020-11-15 00:00:00,H,Legal Project,Excel/PowerPoint/Oral communication/,DC,No,7-8
380,2020-02-01 00:00:00,2020-04-15 00:00:00,H,IT Operations Project,PowerPoint/PowerPoint/,Boston,Yes,7-8
381,2020-04-01 00:00:00,2020-04-15 00:00:00,G,Human Resources Project,PowerPoint/PowerPoint/,NYC,No,8-9
382,2020-09-01 00:00:00,2020-09-15 00:00:00,G,Human Resources Project,PowerPoint/Workday/Excel/,Denver,Yes,9-10
383,2020-01-01 00:00:00,2020-12-15 00:00:00,C,Account Leadership Project,Excel/Excel/Leadership/,Denver,Yes,7-8
384,2020-11-01 00:00:00,2020-11-15 00:00:00,F,Human Resources Project,Workday/,Denver,Yes,9-10
385,2020-10-01 00:00:00,2020-10-15 00:00:00,D,Finance Project,QuickBooks/Excel/,Denver,No,9-10
386,2020-10-01 00:00:00,2020-11-15 00:00:00,F,Account Leadership Project,ML/,Chicago,No,9-10
387,2020-10-01 00:00:00,2020-12-15 00:00:00,G,Design Project,PowerPoint/,NYC,No,5-6
388,2020-10-01 00:00:00,2020-12-15 00:00:00,D,Account Leadership Project,PowerPoint/Oral communication/,DC,Yes,3-4
389,2020-03-01 00:00:00,2020-10-15 00:00:00,E,Human Resources Project,Excel/,Chicago,No,1-2
390,2020-01-01 00:00:00,2020-02-15 00:00:00,B,Security Project,Oracle/Cloud/,Denver,Yes,8-9
391,2020-03-01 00:00:00,2020-07-15 00:00:00,A,Strategy Project,PowerPoint/Excel/,Chicago,No,7-8
392,2020-03-01 00:00:00,2020-12-15 00:00:00,G,Legal Project,Excel/,Denver,No,8-9
393,2020-01-01 00:00:00,2020-04-15 00:00:00,D,Design Project,PhotoShop/PhotoShop/,Boston,Yes,9-10
394,2020-04-01 00:00:00,2020-07-15 00:00:00,H,Human Resources Project,PowerPoint/PowerPoint/,Chicago,Yes,10-11
395,2020-07-01 00:00:00,2020-11-15 00:00:00,F,Strategy Project,Excel/PowerPoint/,DC,No,9-10
396,2020-04-01 00:00:00,2020-04-15 00:00:00,F,IT Operations Project,Oracle/ML/,Boston,Yes,6-7
397,2020-01-01 00:00:00,2020-11-15 00:00:00,C,IT Operations Project,PowerPoint/,Chicago,No,4-5
398,2020-05-01 00:00:00,2020-09-15 00:00:00,G,Security Project,Python/Oracle/ML/,Boston,No,7-8
399,2020-07-01 00:00:00,2020-12-15 00:00:00,F,Strategy Project,Excel/Excel/Critical thinking/,Denver,No,9-10
400,2020-03-01 00:00:00,2020-08-15 00:00:00,H,IT Operations Project,Oracle/Oracle/Java/,Chicago,No,10-11
401,2020-06-01 00:00:00,2020-06-15 00:00:00,D,Design Project,Adobe/PowerPoint/,NYC,No,4-5
402,2020-02-01 00:00:00,2020-06-15 00:00:00,E,Business Project,Salesforce/,Denver,No,5-6
403,2020-05-01 00:00:00,2020-05-15 00:00:00,G,Engineering Project,Excel/Python/,Boston,Yes,1-2
404,2020-12-01 00:00:00,2020-12-15 00:00:00,B,Legal Project,Excel/,Denver,Yes,5-6
405,2020-02-01 00:00:00,2020-12-15 00:00:00,H,Security Project,PowerPoint/Excel/,Boston,Yes,8-9
406,2020-06-01 00:00:00,2020-11-15 00:00:00,G,Legal Project,Bar/PowerPoint/Bar/,Chicago,No,3-4
407,2020-01-01 00:00:00,2020-02-15 00:00:00,A,Account Leadership Project,ML/,Boston,No,7-8
408,2020-05-01 00:00:00,2020-07-15 00:00:00,E,IT Operations Project,Python/Java/Oracle/,Boston,Yes,8-9
409,2020-03-01 00:00:00,2020-07-15 00:00:00,H,Human Resources Project,Oral communication/Excel/Workday/,Chicago,Yes,1-2
410,2020-12-01 00:00:00,2020-12-15 00:00:00,H,Finance Project,SAP/QuickBooks/QuickBooks/,NYC,No,8-9
411,2020-07-01 00:00:00,2020-12-15 00:00:00,F,Design Project,React.js/React.js/Excel/,DC,Yes,6-7
412,2020-04-01 00:00:00,2020-10-15 00:00:00,D,Security Project,ML/ML/Oracle/,Boston,Yes,8-9
413,2020-07-01 00:00:00,2020-10-15 00:00:00,B,Business Project,Excel/,Boston,Yes,2-3
414,2020-12-01 00:00:00,2020-12-15 00:00:00,A,Human Resources Project,PowerPoint/,Chicago,No,8-9
415,2020-09-01 00:00:00,2020-12-15 00:00:00,E,Finance Project,PowerPoint/SAP/Excel/,Boston,No,9-10
416,2020-03-01 00:00:00,2020-10-15 00:00:00,C,Design Project,PowerPoint/Adobe/Adobe/,Chicago,Yes,8-9
417,2020-03-01 00:00:00,2020-12-15 00:00:00,A,Account Leadership Project,ML/ML/ML/,NYC,No,7-8
418,2020-06-01 00:00:00,2020-08-15 00:00:00,C,Human Resources Project,Excel/Workday/Oral communication/,Boston,No,2-3
419,2020-06-01 00:00:00,2020-08-15 00:00:00,C,Design Project,Adobe/,Boston,No,8-9
420,2020-01-01 00:00:00,2020-05-15 00:00:00,C,Business Project,PowerPoint/Salesforce/PowerPoint/,Boston,Yes,6-7
421,2020-09-01 00:00:00,2020-09-15 00:00:00,D,IT Operations Project,Java/Excel/,Denver,No,4-5
422,2020-11-01 00:00:00,2020-12-15 00:00:00,E,Security Project,Python/Excel/Oracle/,Chicago,Yes,7-8
423,2020-06-01 00:00:00,2020-07-15 00:00:00,B,Security Project,Java/,NYC,Yes,2-3
424,2020-03-01 00:00:00,2020-10-15 00:00:00,F,Engineering Project,Excel/Java/,Denver,No,6-7
425,2020-02-01 00:00:00,2020-03-15 00:00:00,D,Strategy Project,PowerPoint/PowerPoint/,Denver,No,4-5
426,2020-12-01 00:00:00,2020-12-15 00:00:00,C,Finance Project,Excel/PowerPoint/Excel/,Denver,No,5-6
427,2020-06-01 00:00:00,2020-08-15 00:00:00,H,Strategy Project,PowerPoint/Excel/,Chicago,Yes,1-2
428,2020-06-01 00:00:00,2020-06-15 00:00:00,G,Business Project,PowerPoint/Excel/Salesforce/,NYC,No,2-3
429,2020-06-01 00:00:00,2020-11-15 00:00:00,F,Human Resources Project,Excel/,DC,No,8-9
430,2020-07-01 00:00:00,2020-10-15 00:00:00,B,IT Operations Project,ML/,Denver,Yes,2-3
431,2020-03-01 00:00:00,2020-09-15 00:00:00,F,Security Project,PowerPoint/,Chicago,No,2-3
432,2020-02-01 00:00:00,2020-09-15 00:00:00,H,Legal Project,PowerPoint/,DC,No,8-9
433,2020-04-01 00:00:00,2020-11-15 00:00:00,C,Security Project,ML/,Denver,No,5-6
434,2020-05-01 00:00:00,2020-10-15 00:00:00,F,Design Project,PowerPoint/Adobe/Adobe/,Boston,No,9-10
435,2020-05-01 00:00:00,2020-09-15 00:00:00,E,Human Resources Project,Oral communication/Oral communication/Oral communication/,DC,Yes,10-11
436,2020-11-01 00:00:00,2020-12-15 00:00:00,H,Security Project,Oracle/,NYC,Yes,9-10
437,2020-06-01 00:00:00,2020-11-15 00:00:00,C,Design Project,React.js/PhotoShop/,NYC,Yes,4-5
438,2020-01-01 00:00:00,2020-02-15 00:00:00,E,IT Operations Project,ML/,Denver,Yes,4-5
439,2020-07-01 00:00:00,2020-11-15 00:00:00,H,Strategy Project,Critical thinking/,Boston,No,9-10
440,2020-07-01 00:00:00,2020-11-15 00:00:00,D,Design Project,Adobe/Excel/React.js/,Boston,No,9-10
441,2020-06-01 00:00:00,2020-09-15 00:00:00,C,Human Resources Project,Oral communication/PowerPoint/Oral communication/,Boston,Yes,4-5
442,2020-07-01 00:00:00,2020-07-15 00:00:00,D,Human Resources Project,Excel/Workday/,Denver,Yes,1-2
443,2020-02-01 00:00:00,2020-06-15 00:00:00,E,Human Resources Project,Excel/,DC,Yes,7-8
444,2020-02-01 00:00:00,2020-02-15 00:00:00,B,Business Project,PowerPoint/Salesforce/,Boston,No,5-6
445,2020-07-01 00:00:00,2020-10-15 00:00:00,G,Legal Project,Bar/Bar/Excel/,Chicago,No,1-2
446,2020-10-01 00:00:00,2020-12-15 00:00:00,C,Human Resources Project,Workday/Excel/PowerPoint/,Boston,Yes,8-9
447,2020-07-01 00:00:00,2020-10-15 00:00:00,G,Design Project,PhotoShop/React.js/React.js/,Chicago,Yes,5-6
448,2020-02-01 00:00:00,2020-02-15 00:00:00,E,Engineering Project,MATLAB/PowerPoint/,DC,No,5-6
449,2020-12-01 00:00:00,2020-12-15 00:00:00,B,Engineering Project,Python/Excel/PowerPoint/,Chicago,No,6-7
450,2020-09-01 00:00:00,2020-12-15 00:00:00,E,Legal Project,Excel/,NYC,No,1-2
451,2020-01-01 00:00:00,2020-02-15 00:00:00,A,Business Project,Salesforce/Excel/Excel/,Chicago,Yes,7-8
452,2020-05-01 00:00:00,2020-09-15 00:00:00,H,Engineering Project,PowerPoint/,DC,Yes,5-6
453,2020-04-01 00:00:00,2020-08-15 00:00:00,C,Engineering Project,MATLAB/PowerPoint/MATLAB/,Denver,No,10-11
454,2020-04-01 00:00:00,2020-09-15 00:00:00,G,Account Leadership Project,Oral communication/Oral communication/ML/,Denver,No,9-10
455,2020-03-01 00:00:00,2020-11-15 00:00:00,A,IT Operations Project,Python/PowerPoint/Cloud/,NYC,Yes,3-4
456,2020-02-01 00:00:00,2020-03-15 00:00:00,A,Engineering Project,Excel/Excel/,NYC,Yes,9-10
457,2020-11-01 00:00:00,2020-11-15 00:00:00,F,Business Project,Excel/Salesforce/PowerPoint/,Boston,Yes,4-5
458,2020-10-01 00:00:00,2020-11-15 00:00:00,B,Business Project,Excel/PowerPoint/,DC,No,4-5
459,2020-03-01 00:00:00,2020-11-15 00:00:00,C,Business Project,Salesforce/Salesforce/,DC,No,6-7
460,2020-08-01 00:00:00,2020-12-15 00:00:00,C,Legal Project,Oral communication/PowerPoint/Bar/,Chicago,Yes,3-4
461,2020-11-01 00:00:00,2020-12-15 00:00:00,F,Account Leadership Project,Cloud/ML/,Boston,Yes,10-11
