Project UID,Start Date,End Date,Client,Project Name,Required Skills,Location,Local Requirement,Level,Service
216,2020-04-01 00:00:00,2020-12-15 00:00:00,D,Design Project,React.js/,DC,Yes,3-4,Interactive
217,2020-01-01 00:00:00,2020-10-15 00:00:00,F,Business Project,PowerPoint/PowerPoint/PowerPoint/,Chicago,No,8-9,Technology
218,2020-08-01 00:00:00,2020-10-15 00:00:00,E,Design Project,Excel/,Denver,Yes,8-9,Strategy & Consulting
219,2020-01-01 00:00:00,2020-04-15 00:00:00,E,Account Leadership Project,Oral communication/PowerPoint/Leadership/,NYC,No,8-9,Strategy & Consulting
220,2020-07-01 00:00:00,2020-08-15 00:00:00,A,IT Operations Project,Python/ML/Excel/,NYC,Yes,5-6,Strategy & Consulting
221,2020-10-01 00:00:00,2020-12-15 00:00:00,B,IT Operations Project,Excel/Cloud/Excel/,Boston,Yes,3-4,Operations
222,2020-03-01 00:00:00,2020-05-15 00:00:00,E,Business Project,Salesforce/Excel/,DC,Yes,4-5,Technology
223,2020-11-01 00:00:00,2020-12-15 00:00:00,C,Legal Project,Excel/PowerPoint/Bar/,Denver,No,4-5,Interactive
224,2020-12-01 00:00:00,2020-12-15 00:00:00,B,Business Project,Salesforce/,Boston,Yes,4-5,Interactive
225,2020-11-01 00:00:00,2020-12-15 00:00:00,B,Business Project,PowerPoint/Salesforce/PowerPoint/,Chicago,Yes,3-4,Technology
226,2020-09-01 00:00:00,2020-10-15 00:00:00,G,IT Operations Project,Cloud/Oracle/,NYC,No,5-6,Interactive
227,2020-06-01 00:00:00,2020-10-15 00:00:00,A,Design Project,Excel/Adobe/PowerPoint/,DC,No,8-9,Strategy & Consulting
228,2020-10-01 00:00:00,2020-11-15 00:00:00,E,Human Resources Project,Excel/Oral communication/PowerPoint/,Boston,Yes,7-8,Operations
229,2020-11-01 00:00:00,2020-11-15 00:00:00,C,Security Project,ML/,Denver,No,3-4,Interactive
230,2020-07-01 00:00:00,2020-11-15 00:00:00,D,Legal Project,PowerPoint/Bar/Oral communication/,Boston,No,9-10,Strategy & Consulting
231,2020-05-01 00:00:00,2020-11-15 00:00:00,B,Finance Project,PowerPoint/,NYC,No,7-8,Interactive
232,2020-09-01 00:00:00,2020-12-15 00:00:00,D,Legal Project,Excel/,Denver,Yes,4-5,Technology
233,2020-09-01 00:00:00,2020-11-15 00:00:00,H,Security Project,ML/Python/Excel/,Denver,No,1-2,Strategy & Consulting
234,2020-10-01 00:00:00,2020-11-15 00:00:00,B,Engineering Project,Excel/MATLAB/,Chicago,No,2-3,Strategy & Consulting
235,2020-09-01 00:00:00,2020-10-15 00:00:00,F,Security Project,PowerPoint/ML/,Denver,Yes,1-2,Operations
236,2020-01-01 00:00:00,2020-07-15 00:00:00,G,Strategy Project,PowerPoint/,DC,No,5-6,Operations
237,2020-12-01 00:00:00,2020-12-15 00:00:00,A,Business Project,PowerPoint/Excel/,Denver,No,5-6,Interactive
238,2020-10-01 00:00:00,2020-11-15 00:00:00,H,Business Project,Salesforce/Salesforce/,Denver,No,3-4,Strategy & Consulting
239,2020-10-01 00:00:00,2020-11-15 00:00:00,E,Engineering Project,Python/Excel/,DC,No,9-10,Interactive
240,2020-01-01 00:00:00,2020-11-15 00:00:00,C,Engineering Project,Python/Java/MATLAB/,DC,No,6-7,Technology
241,2020-04-01 00:00:00,2020-10-15 00:00:00,A,Business Project,Salesforce/,Boston,Yes,6-7,Interactive
242,2020-01-01 00:00:00,2020-12-15 00:00:00,A,Account Leadership Project,Oral communication/Excel/Oral communication/,Chicago,No,4-5,Operations
243,2020-01-01 00:00:00,2020-07-15 00:00:00,C,IT Operations Project,Oracle/PowerPoint/,NYC,No,8-9,Interactive
244,2020-01-01 00:00:00,2020-02-15 00:00:00,F,Finance Project,Excel/SAP/PowerPoint/,DC,Yes,9-10,Strategy & Consulting
245,2020-07-01 00:00:00,2020-12-15 00:00:00,D,Engineering Project,MATLAB/,NYC,No,9-10,Operations
246,2020-03-01 00:00:00,2020-11-15 00:00:00,D,Strategy Project,Excel/Critical thinking/Excel/,NYC,No,3-4,Operations
247,2020-08-01 00:00:00,2020-09-15 00:00:00,E,IT Operations Project,PowerPoint/Excel/,NYC,Yes,4-5,Strategy & Consulting
248,2020-03-01 00:00:00,2020-10-15 00:00:00,A,Engineering Project,Java/,Boston,Yes,8-9,Interactive
249,2020-12-01 00:00:00,2020-12-15 00:00:00,H,Finance Project,PowerPoint/PowerPoint/SAP/,Chicago,Yes,1-2,Operations
250,2020-10-01 00:00:00,2020-11-15 00:00:00,B,Security Project,PowerPoint/,NYC,No,3-4,Strategy & Consulting
251,2020-02-01 00:00:00,2020-02-15 00:00:00,H,Legal Project,Bar/,Boston,Yes,2-3,Technology
252,2020-10-01 00:00:00,2020-11-15 00:00:00,F,Engineering Project,Python/Python/MATLAB/,DC,No,6-7,Operations
253,2020-10-01 00:00:00,2020-11-15 00:00:00,B,Design Project,Adobe/,DC,No,3-4,Operations
254,2020-06-01 00:00:00,2020-07-15 00:00:00,F,Business Project,PowerPoint/PowerPoint/PowerPoint/,DC,No,4-5,Strategy & Consulting
255,2020-02-01 00:00:00,2020-08-15 00:00:00,H,Strategy Project,Excel/PowerPoint/Critical thinking/,Denver,No,7-8,Strategy & Consulting
256,2020-10-01 00:00:00,2020-10-15 00:00:00,C,Legal Project,Oral communication/Oral communication/,Denver,No,8-9,Operations
257,2020-05-01 00:00:00,2020-05-15 00:00:00,B,Human Resources Project,Workday/Workday/,Denver,Yes,2-3,Strategy & Consulting
258,2020-07-01 00:00:00,2020-11-15 00:00:00,D,Engineering Project,Excel/Python/,DC,No,8-9,Strategy & Consulting
259,2020-02-01 00:00:00,2020-05-15 00:00:00,B,Legal Project,Excel/Bar/Oral communication/,Boston,No,10-11,Strategy & Consulting
260,2020-07-01 00:00:00,2020-10-15 00:00:00,A,IT Operations Project,ML/,DC,Yes,9-10,Technology
261,2020-06-01 00:00:00,2020-06-15 00:00:00,A,Engineering Project,Excel/Excel/,Boston,Yes,9-10,Strategy & Consulting
262,2020-04-01 00:00:00,2020-07-15 00:00:00,D,Strategy Project,PowerPoint/Excel/,Denver,Yes,7-8,Interactive
263,2020-01-01 00:00:00,2020-02-15 00:00:00,B,Engineering Project,MATLAB/Java/,NYC,Yes,1-2,Operations
264,2020-07-01 00:00:00,2020-10-15 00:00:00,B,Business Project,PowerPoint/Excel/Salesforce/,DC,Yes,6-7,Operations
265,2020-03-01 00:00:00,2020-06-15 00:00:00,E,Business Project,Excel/PowerPoint/Excel/,NYC,No,3-4,Interactive
266,2020-01-01 00:00:00,2020-03-15 00:00:00,C,Strategy Project,Excel/PowerPoint/,Boston,No,2-3,Interactive
267,2020-10-01 00:00:00,2020-10-15 00:00:00,H,Business Project,Excel/Excel/Salesforce/,DC,Yes,3-4,Operations
268,2020-10-01 00:00:00,2020-11-15 00:00:00,A,Finance Project,PowerPoint/,NYC,No,1-2,Operations
269,2020-01-01 00:00:00,2020-04-15 00:00:00,C,Security Project,Java/ML/ML/,Boston,No,2-3,Strategy & Consulting
270,2020-09-01 00:00:00,2020-11-15 00:00:00,E,Strategy Project,Excel/Critical thinking/Critical thinking/,DC,No,3-4,Interactive
271,2020-03-01 00:00:00,2020-06-15 00:00:00,B,Strategy Project,PowerPoint/PowerPoint/Critical thinking/,Denver,Yes,8-9,Technology
272,2020-04-01 00:00:00,2020-09-15 00:00:00,D,Legal Project,Excel/,Boston,Yes,3-4,Strategy & Consulting
273,2020-05-01 00:00:00,2020-08-15 00:00:00,A,Engineering Project,Excel/MATLAB/,Boston,Yes,7-8,Operations
274,2020-06-01 00:00:00,2020-09-15 00:00:00,A,Human Resources Project,Workday/Oral communication/,Boston,No,7-8,Operations
275,2020-10-01 00:00:00,2020-10-15 00:00:00,D,IT Operations Project,Java/Java/Oracle/,Boston,Yes,4-5,Operations
276,2020-12-01 00:00:00,2020-12-15 00:00:00,E,Finance Project,SAP/Excel/,DC,Yes,1-2,Operations
277,2020-06-01 00:00:00,2020-09-15 00:00:00,C,Security Project,Oracle/Java/PowerPoint/,DC,Yes,10-11,Operations
278,2020-02-01 00:00:00,2020-10-15 00:00:00,H,Engineering Project,Java/Python/MATLAB/,Boston,Yes,3-4,Interactive
279,2020-09-01 00:00:00,2020-11-15 00:00:00,F,Design Project,React.js/,Chicago,No,3-4,Interactive
280,2020-02-01 00:00:00,2020-03-15 00:00:00,E,Engineering Project,PowerPoint/MATLAB/Python/,Chicago,No,2-3,Technology
281,2020-12-01 00:00:00,2020-12-15 00:00:00,A,Design Project,PowerPoint/PowerPoint/,Chicago,No,10-11,Technology
282,2020-05-01 00:00:00,2020-12-15 00:00:00,E,Strategy Project,Excel/Critical thinking/PowerPoint/,DC,Yes,9-10,Operations
283,2020-05-01 00:00:00,2020-08-15 00:00:00,F,Legal Project,Bar/Oral communication/,Chicago,No,6-7,Operations
284,2020-07-01 00:00:00,2020-08-15 00:00:00,E,Finance Project,PowerPoint/Excel/SAP/,DC,Yes,8-9,Operations
285,2020-05-01 00:00:00,2020-11-15 00:00:00,G,Design Project,React.js/Excel/React.js/,NYC,Yes,8-9,Operations
286,2020-07-01 00:00:00,2020-08-15 00:00:00,G,Legal Project,Bar/,Denver,Yes,5-6,Operations
287,2020-03-01 00:00:00,2020-11-15 00:00:00,A,Business Project,PowerPoint/,Chicago,No,8-9,Technology
288,2020-07-01 00:00:00,2020-12-15 00:00:00,E,Design Project,PhotoShop/,Boston,Yes,9-10,Interactive
289,2020-02-01 00:00:00,2020-07-15 00:00:00,C,Account Leadership Project,ML/,NYC,Yes,10-11,Technology
290,2020-08-01 00:00:00,2020-12-15 00:00:00,A,Engineering Project,Excel/,NYC,Yes,1-2,Interactive
291,2020-10-01 00:00:00,2020-12-15 00:00:00,D,Finance Project,PowerPoint/SAP/QuickBooks/,Chicago,Yes,4-5,Strategy & Consulting
292,2020-12-01 00:00:00,2020-12-15 00:00:00,A,Design Project,Excel/,Denver,No,5-6,Technology
293,2020-03-01 00:00:00,2020-04-15 00:00:00,E,Finance Project,QuickBooks/Excel/,Chicago,Yes,8-9,Interactive
294,2020-10-01 00:00:00,2020-12-15 00:00:00,C,IT Operations Project,Oracle/,NYC,No,8-9,Operations
295,2020-01-01 00:00:00,2020-11-15 00:00:00,E,Finance Project,PowerPoint/,Denver,No,3-4,Technology
296,2020-05-01 00:00:00,2020-10-15 00:00:00,H,Finance Project,Excel/,NYC,No,1-2,Operations
297,2020-12-01 00:00:00,2020-12-15 00:00:00,H,Security Project,Oracle/,DC,Yes,8-9,Interactive
298,2020-01-01 00:00:00,2020-06-15 00:00:00,E,Strategy Project,Critical thinking/PowerPoint/Excel/,DC,No,4-5,Technology
299,2020-11-01 00:00:00,2020-11-15 00:00:00,G,IT Operations Project,PowerPoint/Oracle/,NYC,Yes,1-2,Technology
300,2020-07-01 00:00:00,2020-11-15 00:00:00,G,Human Resources Project,Excel/Workday/Excel/,NYC,Yes,6-7,Strategy & Consulting
301,2020-05-01 00:00:00,2020-07-15 00:00:00,F,Finance Project,QuickBooks/SAP/,DC,No,1-2,Strategy & Consulting
302,2020-07-01 00:00:00,2020-09-15 00:00:00,C,Legal Project,Bar/Bar/,Denver,Yes,6-7,Interactive
303,2020-02-01 00:00:00,2020-03-15 00:00:00,H,IT Operations Project,Java/Cloud/Cloud/,Denver,Yes,10-11,Technology
304,2020-01-01 00:00:00,2020-03-15 00:00:00,B,IT Operations Project,ML/PowerPoint/,NYC,Yes,10-11,Strategy & Consulting
305,2020-12-01 00:00:00,2020-12-15 00:00:00,C,Account Leadership Project,Oral communication/,Boston,No,10-11,Interactive
306,2020-01-01 00:00:00,2020-01-15 00:00:00,B,Security Project,Java/Oracle/Cloud/,DC,No,8-9,Technology
307,2020-11-01 00:00:00,2020-12-15 00:00:00,F,Human Resources Project,PowerPoint/PowerPoint/,Chicago,No,8-9,Strategy & Consulting
308,2020-06-01 00:00:00,2020-08-15 00:00:00,B,Account Leadership Project,Oral communication/Oral communication/Oral communication/,DC,Yes,4-5,Strategy & Consulting
309,2020-08-01 00:00:00,2020-10-15 00:00:00,G,Legal Project,Excel/,Chicago,Yes,9-10,Strategy & Consulting
310,2020-10-01 00:00:00,2020-12-15 00:00:00,G,Business Project,Excel/Excel/,Denver,Yes,7-8,Interactive
311,2020-04-01 00:00:00,2020-08-15 00:00:00,B,Legal Project,Bar/Oral communication/PowerPoint/,Boston,Yes,4-5,Interactive
312,2020-03-01 00:00:00,2020-10-15 00:00:00,G,Account Leadership Project,ML/,Boston,Yes,4-5,Interactive
313,2020-10-01 00:00:00,2020-11-15 00:00:00,A,Finance Project,QuickBooks/,Chicago,Yes,4-5,Interactive
314,2020-02-01 00:00:00,2020-10-15 00:00:00,C,Business Project,PowerPoint/Salesforce/Excel/,DC,Yes,3-4,Interactive
315,2020-01-01 00:00:00,2020-12-15 00:00:00,C,Finance Project,Excel/PowerPoint/QuickBooks/,Chicago,Yes,10-11,Interactive
316,2020-05-01 00:00:00,2020-09-15 00:00:00,E,Legal Project,Oral communication/Bar/Excel/,NYC,No,7-8,Operations
317,2020-08-01 00:00:00,2020-12-15 00:00:00,G,Engineering Project,MATLAB/Java/Excel/,NYC,No,9-10,Technology
318,2020-07-01 00:00:00,2020-07-15 00:00:00,D,Engineering Project,Java/Excel/,Denver,No,1-2,Strategy & Consulting
319,2020-04-01 00:00:00,2020-06-15 00:00:00,G,Engineering Project,Excel/PowerPoint/MATLAB/,Boston,No,4-5,Technology
320,2020-02-01 00:00:00,2020-12-15 00:00:00,G,IT Operations Project,Oracle/Excel/,DC,No,2-3,Interactive
321,2020-05-01 00:00:00,2020-05-15 00:00:00,F,Account Leadership Project,ML/Leadership/,Denver,No,4-5,Interactive
322,2020-04-01 00:00:00,2020-08-15 00:00:00,A,Security Project,PowerPoint/Excel/,Denver,Yes,1-2,Strategy & Consulting
323,2020-08-01 00:00:00,2020-10-15 00:00:00,D,Strategy Project,Excel/Excel/,NYC,Yes,1-2,Operations
324,2020-12-01 00:00:00,2020-12-15 00:00:00,B,Strategy Project,Excel/,Denver,Yes,7-8,Interactive
325,2020-10-01 00:00:00,2020-10-15 00:00:00,D,Design Project,PhotoShop/Adobe/PhotoShop/,DC,No,8-9,Strategy & Consulting
326,2020-03-01 00:00:00,2020-09-15 00:00:00,B,Human Resources Project,Workday/PowerPoint/Oral communication/,NYC,No,10-11,Operations
327,2020-09-01 00:00:00,2020-09-15 00:00:00,C,Strategy Project,Excel/,Denver,No,2-3,Operations
328,2020-08-01 00:00:00,2020-12-15 00:00:00,C,Strategy Project,PowerPoint/PowerPoint/,NYC,No,4-5,Technology
329,2020-04-01 00:00:00,2020-08-15 00:00:00,B,Account Leadership Project,ML/,NYC,Yes,1-2,Interactive
330,2020-08-01 00:00:00,2020-08-15 00:00:00,G,Engineering Project,Python/Python/,Chicago,Yes,5-6,Interactive
331,2020-05-01 00:00:00,2020-07-15 00:00:00,E,Account Leadership Project,Excel/ML/,Chicago,No,8-9,Technology
332,2020-07-01 00:00:00,2020-11-15 00:00:00,A,Business Project,PowerPoint/,Boston,Yes,6-7,Technology
333,2020-03-01 00:00:00,2020-11-15 00:00:00,A,Strategy Project,PowerPoint/,Denver,Yes,3-4,Technology
334,2020-02-01 00:00:00,2020-03-15 00:00:00,B,Account Leadership Project,Cloud/PowerPoint/,Denver,Yes,2-3,Strategy & Consulting
335,2020-03-01 00:00:00,2020-10-15 00:00:00,B,Strategy Project,PowerPoint/PowerPoint/,DC,No,3-4,Strategy & Consulting
336,2020-04-01 00:00:00,2020-11-15 00:00:00,H,Account Leadership Project,Excel/Excel/,NYC,Yes,10-11,Interactive
337,2020-08-01 00:00:00,2020-11-15 00:00:00,H,IT Operations Project,ML/,DC,No,8-9,Operations
338,2020-12-01 00:00:00,2020-12-15 00:00:00,F,Finance Project,Excel/,Boston,Yes,4-5,Operations
339,2020-08-01 00:00:00,2020-08-15 00:00:00,F,Human Resources Project,Workday/PowerPoint/,Chicago,Yes,9-10,Technology
340,2020-10-01 00:00:00,2020-12-15 00:00:00,F,Design Project,PowerPoint/,NYC,Yes,8-9,Strategy & Consulting
341,2020-03-01 00:00:00,2020-03-15 00:00:00,C,Engineering Project,Python/MATLAB/Excel/,Chicago,Yes,7-8,Interactive
342,2020-08-01 00:00:00,2020-12-15 00:00:00,B,Business Project,Salesforce/Excel/Salesforce/,DC,Yes,10-11,Interactive
343,2020-12-01 00:00:00,2020-12-15 00:00:00,F,Security Project,Cloud/Excel/,DC,No,7-8,Technology
344,2020-07-01 00:00:00,2020-07-15 00:00:00,F,Security Project,Python/Oracle/Oracle/,Chicago,No,10-11,Technology
345,2020-11-01 00:00:00,2020-11-15 00:00:00,G,Strategy Project,Excel/,Boston,No,4-5,Interactive
346,2020-08-01 00:00:00,2020-12-15 00:00:00,G,Account Leadership Project,Excel/,Chicago,Yes,1-2,Technology
347,2020-02-01 00:00:00,2020-12-15 00:00:00,D,Account Leadership Project,Excel/Oral communication/ML/,DC,Yes,2-3,Strategy & Consulting
348,2020-11-01 00:00:00,2020-12-15 00:00:00,D,Legal Project,Oral communication/Bar/Oral communication/,DC,No,2-3,Operations
349,2020-05-01 00:00:00,2020-12-15 00:00:00,B,Strategy Project,Excel/PowerPoint/PowerPoint/,Denver,Yes,2-3,Technology
350,2020-05-01 00:00:00,2020-09-15 00:00:00,H,Design Project,PowerPoint/PowerPoint/,DC,Yes,10-11,Operations
351,2020-08-01 00:00:00,2020-10-15 00:00:00,D,Human Resources Project,Workday/Workday/Oral communication/,Denver,Yes,3-4,Technology
352,2020-12-01 00:00:00,2020-12-15 00:00:00,D,Account Leadership Project,PowerPoint/PowerPoint/PowerPoint/,DC,Yes,4-5,Operations
353,2020-01-01 00:00:00,2020-12-15 00:00:00,D,Strategy Project,Excel/PowerPoint/,Denver,Yes,2-3,Operations
354,2020-03-01 00:00:00,2020-10-15 00:00:00,D,Legal Project,Oral communication/Bar/Bar/,Denver,No,1-2,Strategy & Consulting
355,2020-12-01 00:00:00,2020-12-15 00:00:00,G,Business Project,PowerPoint/,Denver,Yes,2-3,Interactive
356,2020-02-01 00:00:00,2020-09-15 00:00:00,G,Design Project,Excel/PowerPoint/PowerPoint/,Chicago,No,3-4,Technology
357,2020-04-01 00:00:00,2020-09-15 00:00:00,G,Design Project,React.js/PowerPoint/,Denver,Yes,5-6,Technology
358,2020-11-01 00:00:00,2020-11-15 00:00:00,A,Design Project,React.js/PowerPoint/,DC,Yes,10-11,Operations
359,2020-07-01 00:00:00,2020-09-15 00:00:00,F,Human Resources Project,PowerPoint/,NYC,No,7-8,Operations
360,2020-04-01 00:00:00,2020-09-15 00:00:00,C,Human Resources Project,Oral communication/Workday/,Chicago,No,9-10,Operations
361,2020-11-01 00:00:00,2020-11-15 00:00:00,A,Account Leadership Project,Oral communication/,DC,Yes,8-9,Technology
362,2020-10-01 00:00:00,2020-11-15 00:00:00,D,Strategy Project,Critical thinking/Excel/PowerPoint/,DC,No,4-5,Strategy & Consulting
363,2020-11-01 00:00:00,2020-11-15 00:00:00,C,Legal Project,Bar/Excel/,NYC,Yes,9-10,Interactive
364,2020-05-01 00:00:00,2020-05-15 00:00:00,H,IT Operations Project,Excel/,Boston,No,7-8,Technology
365,2020-11-01 00:00:00,2020-11-15 00:00:00,D,Strategy Project,Critical thinking/Excel/,Denver,Yes,10-11,Interactive
366,2020-04-01 00:00:00,2020-10-15 00:00:00,G,IT Operations Project,Cloud/,Chicago,Yes,1-2,Interactive
367,2020-09-01 00:00:00,2020-09-15 00:00:00,F,Strategy Project,Excel/PowerPoint/,Boston,Yes,2-3,Strategy & Consulting
368,2020-01-01 00:00:00,2020-09-15 00:00:00,H,Account Leadership Project,ML/,Chicago,No,4-5,Operations
369,2020-06-01 00:00:00,2020-08-15 00:00:00,H,Account Leadership Project,Excel/PowerPoint/PowerPoint/,DC,Yes,4-5,Operations
370,2020-08-01 00:00:00,2020-10-15 00:00:00,A,IT Operations Project,Excel/Excel/Python/,Chicago,No,5-6,Strategy & Consulting
371,2020-04-01 00:00:00,2020-05-15 00:00:00,C,Engineering Project,Excel/,Boston,Yes,6-7,Interactive
372,2020-12-01 00:00:00,2020-12-15 00:00:00,E,Business Project,Salesforce/Excel/,Chicago,No,9-10,Technology
373,2020-12-01 00:00:00,2020-12-15 00:00:00,E,Finance Project,PowerPoint/,Boston,No,7-8,Interactive
374,2020-08-01 00:00:00,2020-11-15 00:00:00,A,Design Project,Excel/PowerPoint/React.js/,NYC,No,7-8,Operations
375,2020-11-01 00:00:00,2020-11-15 00:00:00,G,Finance Project,QuickBooks/,NYC,No,3-4,Operations
376,2020-04-01 00:00:00,2020-07-15 00:00:00,B,Account Leadership Project,Cloud/,NYC,Yes,4-5,Strategy & Consulting
377,2020-12-01 00:00:00,2020-12-15 00:00:00,C,Human Resources Project,PowerPoint/Oral communication/Workday/,Chicago,Yes,6-7,Operations
378,2020-09-01 00:00:00,2020-09-15 00:00:00,E,Engineering Project,Python/,Chicago,No,6-7,Strategy & Consulting
379,2020-06-01 00:00:00,2020-06-15 00:00:00,G,Finance Project,Excel/QuickBooks/PowerPoint/,Chicago,Yes,2-3,Technology
380,2020-09-01 00:00:00,2020-10-15 00:00:00,B,Design Project,Excel/React.js/,Chicago,No,5-6,Strategy & Consulting
381,2020-02-01 00:00:00,2020-05-15 00:00:00,F,Business Project,Salesforce/PowerPoint/Excel/,Chicago,Yes,7-8,Operations
382,2020-04-01 00:00:00,2020-05-15 00:00:00,D,Engineering Project,Excel/,NYC,No,9-10,Strategy & Consulting
383,2020-09-01 00:00:00,2020-10-15 00:00:00,C,Finance Project,SAP/SAP/,Boston,Yes,4-5,Strategy & Consulting
384,2020-02-01 00:00:00,2020-08-15 00:00:00,E,Design Project,React.js/,Chicago,No,6-7,Technology
385,2020-09-01 00:00:00,2020-10-15 00:00:00,E,Security Project,Python/Java/,Chicago,No,9-10,Technology
386,2020-06-01 00:00:00,2020-12-15 00:00:00,F,Security Project,Cloud/Oracle/Excel/,DC,Yes,9-10,Interactive
387,2020-04-01 00:00:00,2020-06-15 00:00:00,H,Human Resources Project,Oral communication/Oral communication/,Denver,Yes,3-4,Technology
388,2020-04-01 00:00:00,2020-06-15 00:00:00,A,Strategy Project,PowerPoint/Critical thinking/,DC,No,10-11,Strategy & Consulting
389,2020-11-01 00:00:00,2020-11-15 00:00:00,C,Legal Project,Bar/,DC,Yes,9-10,Strategy & Consulting
390,2020-06-01 00:00:00,2020-07-15 00:00:00,D,Human Resources Project,Oral communication/,NYC,Yes,7-8,Technology
391,2020-01-01 00:00:00,2020-04-15 00:00:00,A,Finance Project,SAP/Excel/,DC,Yes,4-5,Strategy & Consulting
392,2020-10-01 00:00:00,2020-11-15 00:00:00,G,Finance Project,PowerPoint/,Chicago,No,6-7,Technology
393,2020-03-01 00:00:00,2020-10-15 00:00:00,E,Business Project,Excel/,DC,No,5-6,Technology
394,2020-05-01 00:00:00,2020-10-15 00:00:00,G,Engineering Project,Python/,Chicago,Yes,2-3,Interactive
395,2020-06-01 00:00:00,2020-11-15 00:00:00,D,Finance Project,QuickBooks/SAP/,Boston,Yes,5-6,Strategy & Consulting
396,2020-02-01 00:00:00,2020-03-15 00:00:00,B,Finance Project,Excel/Excel/PowerPoint/,Denver,Yes,2-3,Technology
397,2020-01-01 00:00:00,2020-08-15 00:00:00,F,Engineering Project,Excel/,Chicago,Yes,10-11,Operations
398,2020-07-01 00:00:00,2020-08-15 00:00:00,G,Account Leadership Project,Excel/Cloud/Excel/,Boston,No,7-8,Interactive
399,2020-12-01 00:00:00,2020-12-15 00:00:00,A,Human Resources Project,Workday/Workday/Excel/,Boston,No,1-2,Interactive
400,2020-02-01 00:00:00,2020-07-15 00:00:00,C,Strategy Project,Excel/PowerPoint/,Chicago,No,10-11,Interactive
401,2020-03-01 00:00:00,2020-08-15 00:00:00,D,Business Project,PowerPoint/Salesforce/PowerPoint/,DC,Yes,2-3,Interactive
402,2020-10-01 00:00:00,2020-10-15 00:00:00,A,Engineering Project,Python/MATLAB/,DC,Yes,6-7,Strategy & Consulting
403,2020-12-01 00:00:00,2020-12-15 00:00:00,F,Human Resources Project,Oral communication/,Chicago,No,2-3,Technology
404,2020-01-01 00:00:00,2020-01-15 00:00:00,A,Human Resources Project,Excel/Workday/,NYC,Yes,4-5,Interactive
405,2020-12-01 00:00:00,2020-12-15 00:00:00,D,Human Resources Project,Excel/PowerPoint/PowerPoint/,DC,No,1-2,Interactive
