UID,Chargeability,Start Date,End Date,Client,Project Name,Required Skills,Location,Local Requirement,Level
239,Yes,2020-11-01 00:00:00,2020-12-15 00:00:00,G,AT&T Application Scanning,Cloud,Boston,Yes,1-2
240,Yes,2020-03-01 00:00:00,2020-07-15 00:00:00,G,Avande,Java,Chicago,Yes,2-3
241,Yes,2020-09-01 00:00:00,2020-10-15 00:00:00,A,Avande,Python,Boston,No,1-2
242,No,2020-07-01 00:00:00,2020-07-15 00:00:00,A,iDefense- Odin,Python,Boston,No,7-8
243,No,2020-12-01 00:00:00,2020-12-15 00:00:00,F,Chevron Cloud Security,ML,DC,Yes,9-10
244,No,2020-08-01 00:00:00,2020-11-15 00:00:00,F,iDefense- Odin,Python,Chicago,Yes,5-6
245,No,2020-12-01 00:00:00,2020-12-15 00:00:00,G,iDefense- Odin,Python,Chicago,No,1-2
246,Yes,2020-03-01 00:00:00,2020-05-15 00:00:00,E,Malware Analysis & Countermeasures (MAC),Cloud,NYC,No,4-5
247,No,2020-05-01 00:00:00,2020-09-15 00:00:00,E,Journey2Cloud,ML,Denver,No,2-3
248,No,2020-08-01 00:00:00,2020-09-15 00:00:00,C,Application Security F/P Analysis,Python,Boston,Yes,9-10
249,No,2020-02-01 00:00:00,2020-12-15 00:00:00,D,Cloud Security Enablement Phase 1,Cloud,Denver,No,7-8
250,Yes,2020-10-01 00:00:00,2020-10-15 00:00:00,D,Cloud Security Enablement Phase 1,Python,Boston,No,4-5
251,No,2020-04-01 00:00:00,2020-08-15 00:00:00,E,AT&T Application Scanning,Oracle,NYC,Yes,10-11
252,No,2020-11-01 00:00:00,2020-12-15 00:00:00,E,iDefense- Odin,Cloud,Boston,No,1-2
253,No,2020-02-01 00:00:00,2020-09-15 00:00:00,G,AT&T Application Scanning,Java,NYC,No,6-7
254,No,2020-02-01 00:00:00,2020-06-15 00:00:00,C,iDefense- Odin,Python,Boston,No,4-5
255,Yes,2020-09-01 00:00:00,2020-10-15 00:00:00,B,Application Security F/P Analysis,Python,Chicago,No,6-7
256,No,2020-02-01 00:00:00,2020-12-15 00:00:00,A,Cloud Security Enablement Phase 1,Python,NYC,Yes,1-2
257,No,2020-10-01 00:00:00,2020-12-15 00:00:00,A,AT&T Application Scanning,ML,Denver,No,9-10
258,Yes,2020-07-01 00:00:00,2020-12-15 00:00:00,A,Avande,Cloud,DC,Yes,2-3
259,No,2020-08-01 00:00:00,2020-11-15 00:00:00,B,iDefense- Zaim,Cloud,NYC,Yes,7-8
260,Yes,2020-03-01 00:00:00,2020-09-15 00:00:00,F,AT&T Application Scanning,Oracle,NYC,No,9-10
261,No,2020-01-01 00:00:00,2020-07-15 00:00:00,G,iDefense- Zaim,Java,Chicago,Yes,8-9
262,Yes,2020-01-01 00:00:00,2020-11-15 00:00:00,H,iDefense- Zaim,ML,Chicago,Yes,7-8
263,No,2020-07-01 00:00:00,2020-12-15 00:00:00,C,Journey2Cloud,Oracle,Boston,Yes,3-4
264,Yes,2020-04-01 00:00:00,2020-07-15 00:00:00,D,AT&T Application Scanning,Oracle,Boston,Yes,10-11
265,No,2020-04-01 00:00:00,2020-06-15 00:00:00,B,iDefense- Zaim,Python,Boston,No,1-2
266,No,2020-12-01 00:00:00,2020-12-15 00:00:00,H,Avande,Python,Denver,Yes,6-7
267,Yes,2020-12-01 00:00:00,2020-12-15 00:00:00,H,Application Security F/P Analysis,Java,Denver,Yes,6-7
268,No,2020-09-01 00:00:00,2020-10-15 00:00:00,D,Avande,Java,Boston,No,3-4
269,No,2020-02-01 00:00:00,2020-10-15 00:00:00,C,AT&T Application Scanning,ML,Chicago,Yes,8-9
270,Yes,2020-12-01 00:00:00,2020-12-15 00:00:00,F,iDefense- Odin,Cloud,Chicago,No,3-4
271,Yes,2020-03-01 00:00:00,2020-04-15 00:00:00,F,Chevron Cloud Security,Cloud,Boston,No,4-5
272,Yes,2020-01-01 00:00:00,2020-01-15 00:00:00,D,Avande,Cloud,NYC,No,3-4
273,Yes,2020-03-01 00:00:00,2020-03-15 00:00:00,G,iDefense- Zaim,Oracle,Denver,Yes,6-7
274,Yes,2020-08-01 00:00:00,2020-10-15 00:00:00,B,AT&T Application Scanning,Python,Boston,No,3-4
275,Yes,2020-10-01 00:00:00,2020-12-15 00:00:00,C,Cyber Integration,Cloud,Boston,No,9-10
276,Yes,2020-04-01 00:00:00,2020-04-15 00:00:00,A,Avande,Python,NYC,Yes,7-8
277,Yes,2020-12-01 00:00:00,2020-12-15 00:00:00,F,Cyber Integration,Oracle,Chicago,No,3-4
278,No,2020-08-01 00:00:00,2020-12-15 00:00:00,B,Application Security F/P Analysis,Oracle,DC,No,9-10
279,No,2020-10-01 00:00:00,2020-11-15 00:00:00,A,iDefense- Odin,Oracle,DC,No,8-9
280,No,2020-06-01 00:00:00,2020-07-15 00:00:00,C,Cyber Integration,ML,Denver,No,5-6
281,No,2020-03-01 00:00:00,2020-08-15 00:00:00,F,Chevron Cloud Security,Java,Boston,No,3-4
282,Yes,2020-11-01 00:00:00,2020-12-15 00:00:00,D,AT&T Application Scanning,Cloud,Chicago,No,2-3
283,Yes,2020-03-01 00:00:00,2020-03-15 00:00:00,F,Avande,Cloud,DC,Yes,4-5
284,Yes,2020-10-01 00:00:00,2020-11-15 00:00:00,H,Avande,Python,NYC,No,6-7
285,Yes,2020-10-01 00:00:00,2020-10-15 00:00:00,D,Chevron Cloud Security,Java,NYC,Yes,4-5
286,No,2020-09-01 00:00:00,2020-11-15 00:00:00,C,iDefense- Zaim,Cloud,DC,No,7-8
287,Yes,2020-05-01 00:00:00,2020-08-15 00:00:00,B,Journey2Cloud,ML,DC,Yes,6-7
288,No,2020-10-01 00:00:00,2020-10-15 00:00:00,C,AT&T Application Scanning,Cloud,Denver,Yes,5-6
289,No,2020-08-01 00:00:00,2020-11-15 00:00:00,D,AT&T Application Scanning,ML,DC,No,6-7
290,Yes,2020-08-01 00:00:00,2020-08-15 00:00:00,A,iDefense- Odin,Java,Denver,No,7-8
291,No,2020-06-01 00:00:00,2020-09-15 00:00:00,D,Cloud Security Enablement Phase 1,Python,DC,No,8-9
292,No,2020-12-01 00:00:00,2020-12-15 00:00:00,C,Avande,Oracle,DC,Yes,3-4
293,No,2020-05-01 00:00:00,2020-07-15 00:00:00,E,Malware Analysis & Countermeasures (MAC),Java,DC,Yes,6-7
294,Yes,2020-12-01 00:00:00,2020-12-15 00:00:00,E,iDefense- Odin,Oracle,Denver,Yes,9-10
295,Yes,2020-07-01 00:00:00,2020-09-15 00:00:00,B,AT&T Application Scanning,Cloud,DC,No,10-11
296,Yes,2020-02-01 00:00:00,2020-07-15 00:00:00,A,iDefense- Zaim,Cloud,Chicago,Yes,7-8
297,Yes,2020-06-01 00:00:00,2020-12-15 00:00:00,F,Chevron Cloud Security,Cloud,Chicago,Yes,9-10
298,Yes,2020-06-01 00:00:00,2020-10-15 00:00:00,A,AT&T Application Scanning,Cloud,DC,Yes,1-2
299,Yes,2020-04-01 00:00:00,2020-09-15 00:00:00,B,Application Security F/P Analysis,Python,DC,Yes,8-9
300,No,2020-08-01 00:00:00,2020-11-15 00:00:00,D,Chevron Cloud Security,Python,Denver,Yes,4-5
301,No,2020-11-01 00:00:00,2020-12-15 00:00:00,F,Cloud Security Enablement Phase 1,Cloud,Chicago,No,2-3
302,Yes,2020-08-01 00:00:00,2020-11-15 00:00:00,G,AT&T Application Scanning,Java,Denver,Yes,9-10
303,No,2020-02-01 00:00:00,2020-08-15 00:00:00,E,Application Security F/P Analysis,Java,Chicago,Yes,6-7
304,No,2020-08-01 00:00:00,2020-08-15 00:00:00,C,Malware Analysis & Countermeasures (MAC),Oracle,Chicago,Yes,5-6
305,No,2020-05-01 00:00:00,2020-05-15 00:00:00,D,AT&T Application Scanning,Python,Denver,No,5-6
306,Yes,2020-06-01 00:00:00,2020-06-15 00:00:00,G,Chevron Cloud Security,Python,Chicago,No,7-8
307,Yes,2020-06-01 00:00:00,2020-10-15 00:00:00,A,Journey2Cloud,Python,Boston,Yes,2-3
308,Yes,2020-01-01 00:00:00,2020-03-15 00:00:00,C,Chevron Cloud Security,Oracle,DC,No,5-6
309,No,2020-10-01 00:00:00,2020-11-15 00:00:00,H,Avande,Java,DC,Yes,4-5
310,Yes,2020-02-01 00:00:00,2020-03-15 00:00:00,F,Chevron Cloud Security,Oracle,Chicago,Yes,10-11
311,No,2020-12-01 00:00:00,2020-12-15 00:00:00,A,iDefense- Odin,Python,Chicago,Yes,5-6
312,No,2020-05-01 00:00:00,2020-10-15 00:00:00,E,Journey2Cloud,Java,Boston,No,4-5
313,Yes,2020-09-01 00:00:00,2020-10-15 00:00:00,G,Avande,Cloud,NYC,Yes,3-4
314,Yes,2020-09-01 00:00:00,2020-11-15 00:00:00,E,Application Security F/P Analysis,ML,NYC,Yes,1-2
315,Yes,2020-12-01 00:00:00,2020-12-15 00:00:00,C,iDefense- Zaim,Cloud,NYC,No,10-11
316,Yes,2020-08-01 00:00:00,2020-08-15 00:00:00,D,Cyber Integration,Java,DC,No,5-6
317,No,2020-12-01 00:00:00,2020-12-15 00:00:00,E,iDefense- Odin,Java,NYC,Yes,5-6
318,Yes,2020-04-01 00:00:00,2020-06-15 00:00:00,F,Chevron Cloud Security,Python,Denver,No,8-9
319,No,2020-03-01 00:00:00,2020-08-15 00:00:00,C,iDefense- Odin,Java,DC,Yes,4-5
320,Yes,2020-08-01 00:00:00,2020-11-15 00:00:00,B,Malware Analysis & Countermeasures (MAC),ML,NYC,Yes,6-7
321,Yes,2020-10-01 00:00:00,2020-11-15 00:00:00,A,Cyber Integration,Python,Denver,Yes,9-10
322,Yes,2020-04-01 00:00:00,2020-08-15 00:00:00,H,iDefense- Zaim,Cloud,Chicago,No,3-4
323,Yes,2020-01-01 00:00:00,2020-12-15 00:00:00,B,Malware Analysis & Countermeasures (MAC),Oracle,Boston,Yes,3-4
324,No,2020-03-01 00:00:00,2020-09-15 00:00:00,H,iDefense- Odin,Java,DC,Yes,6-7
325,Yes,2020-07-01 00:00:00,2020-07-15 00:00:00,A,Malware Analysis & Countermeasures (MAC),Cloud,Chicago,Yes,1-2
326,Yes,2020-03-01 00:00:00,2020-08-15 00:00:00,G,iDefense- Odin,ML,Chicago,Yes,7-8
327,No,2020-05-01 00:00:00,2020-08-15 00:00:00,A,Chevron Cloud Security,Oracle,Denver,No,6-7
328,No,2020-01-01 00:00:00,2020-10-15 00:00:00,G,Cloud Security Enablement Phase 1,Cloud,NYC,Yes,9-10
329,No,2020-08-01 00:00:00,2020-12-15 00:00:00,F,Chevron Cloud Security,Java,NYC,Yes,8-9
330,Yes,2020-03-01 00:00:00,2020-12-15 00:00:00,C,Chevron Cloud Security,Oracle,Chicago,No,8-9
331,Yes,2020-11-01 00:00:00,2020-12-15 00:00:00,A,Malware Analysis & Countermeasures (MAC),Python,Denver,No,3-4
332,No,2020-05-01 00:00:00,2020-08-15 00:00:00,B,Cyber Integration,ML,Denver,Yes,2-3
333,No,2020-01-01 00:00:00,2020-08-15 00:00:00,B,iDefense- Zaim,Oracle,NYC,No,3-4
334,Yes,2020-03-01 00:00:00,2020-03-15 00:00:00,H,iDefense- Odin,Oracle,DC,No,5-6
335,Yes,2020-06-01 00:00:00,2020-11-15 00:00:00,C,AT&T Application Scanning,ML,Chicago,No,2-3
336,No,2020-07-01 00:00:00,2020-07-15 00:00:00,C,iDefense- Odin,ML,Chicago,No,7-8
337,No,2020-12-01 00:00:00,2020-12-15 00:00:00,G,Malware Analysis & Countermeasures (MAC),Cloud,NYC,Yes,10-11
338,No,2020-05-01 00:00:00,2020-08-15 00:00:00,A,Cloud Security Enablement Phase 1,Cloud,DC,No,7-8
339,Yes,2020-01-01 00:00:00,2020-05-15 00:00:00,C,AT&T Application Scanning,Python,NYC,Yes,4-5
340,Yes,2020-06-01 00:00:00,2020-12-15 00:00:00,G,Malware Analysis & Countermeasures (MAC),Oracle,Boston,Yes,1-2
341,Yes,2020-02-01 00:00:00,2020-09-15 00:00:00,C,Application Security F/P Analysis,Cloud,Denver,No,5-6
342,Yes,2020-08-01 00:00:00,2020-12-15 00:00:00,G,Avande,Python,NYC,No,5-6
343,No,2020-05-01 00:00:00,2020-08-15 00:00:00,B,iDefense- Odin,ML,Boston,No,5-6
344,Yes,2020-01-01 00:00:00,2020-05-15 00:00:00,D,Cyber Integration,Python,Denver,No,5-6
345,Yes,2020-08-01 00:00:00,2020-12-15 00:00:00,C,iDefense- Zaim,ML,Denver,No,9-10
346,No,2020-04-01 00:00:00,2020-08-15 00:00:00,D,Malware Analysis & Countermeasures (MAC),ML,NYC,No,3-4
347,Yes,2020-07-01 00:00:00,2020-08-15 00:00:00,G,iDefense- Odin,ML,Denver,No,1-2
348,Yes,2020-08-01 00:00:00,2020-09-15 00:00:00,H,Avande,ML,DC,No,8-9
349,Yes,2020-12-01 00:00:00,2020-12-15 00:00:00,C,Avande,Python,NYC,Yes,6-7
350,No,2020-02-01 00:00:00,2020-11-15 00:00:00,A,Avande,Python,NYC,Yes,5-6
351,Yes,2020-09-01 00:00:00,2020-11-15 00:00:00,A,Journey2Cloud,Python,DC,Yes,4-5
352,Yes,2020-11-01 00:00:00,2020-12-15 00:00:00,E,Malware Analysis & Countermeasures (MAC),ML,DC,No,1-2
353,Yes,2020-07-01 00:00:00,2020-08-15 00:00:00,B,Malware Analysis & Countermeasures (MAC),Oracle,DC,Yes,2-3
354,No,2020-10-01 00:00:00,2020-11-15 00:00:00,B,Application Security F/P Analysis,Oracle,NYC,No,2-3
355,No,2020-06-01 00:00:00,2020-07-15 00:00:00,C,Avande,Python,Boston,Yes,1-2
356,No,2020-08-01 00:00:00,2020-11-15 00:00:00,C,iDefense- Odin,Cloud,Denver,Yes,1-2
357,Yes,2020-04-01 00:00:00,2020-04-15 00:00:00,A,Avande,ML,Boston,No,5-6
358,No,2020-07-01 00:00:00,2020-08-15 00:00:00,A,Avande,Python,DC,Yes,1-2
359,No,2020-11-01 00:00:00,2020-12-15 00:00:00,F,Avande,Cloud,Boston,Yes,7-8
360,No,2020-06-01 00:00:00,2020-08-15 00:00:00,B,Journey2Cloud,ML,Boston,No,9-10
361,No,2020-07-01 00:00:00,2020-08-15 00:00:00,H,iDefense- Zaim,Java,Boston,No,4-5
362,No,2020-10-01 00:00:00,2020-11-15 00:00:00,B,iDefense- Zaim,Cloud,DC,Yes,1-2
363,Yes,2020-08-01 00:00:00,2020-10-15 00:00:00,F,Cyber Integration,Python,Boston,Yes,3-4
364,Yes,2020-06-01 00:00:00,2020-09-15 00:00:00,G,iDefense- Zaim,Oracle,Boston,No,2-3
365,Yes,2020-09-01 00:00:00,2020-12-15 00:00:00,C,Cyber Integration,Python,Chicago,Yes,4-5
366,Yes,2020-12-01 00:00:00,2020-12-15 00:00:00,E,Cloud Security Enablement Phase 1,Cloud,NYC,Yes,7-8
367,Yes,2020-02-01 00:00:00,2020-02-15 00:00:00,C,Journey2Cloud,Java,NYC,Yes,10-11
368,Yes,2020-11-01 00:00:00,2020-11-15 00:00:00,F,Application Security F/P Analysis,Cloud,Boston,No,9-10
369,No,2020-10-01 00:00:00,2020-12-15 00:00:00,H,AT&T Application Scanning,ML,NYC,Yes,6-7
370,Yes,2020-06-01 00:00:00,2020-07-15 00:00:00,A,Malware Analysis & Countermeasures (MAC),ML,Boston,Yes,1-2
371,Yes,2020-12-01 00:00:00,2020-12-15 00:00:00,B,iDefense- Odin,Cloud,Chicago,Yes,10-11
372,No,2020-04-01 00:00:00,2020-05-15 00:00:00,C,AT&T Application Scanning,Cloud,DC,No,1-2
373,No,2020-07-01 00:00:00,2020-11-15 00:00:00,D,iDefense- Zaim,Oracle,Chicago,No,4-5
374,Yes,2020-09-01 00:00:00,2020-10-15 00:00:00,H,AT&T Application Scanning,Java,NYC,No,1-2
375,Yes,2020-07-01 00:00:00,2020-07-15 00:00:00,D,iDefense- Zaim,ML,Boston,Yes,7-8
376,Yes,2020-06-01 00:00:00,2020-07-15 00:00:00,A,Malware Analysis & Countermeasures (MAC),ML,DC,No,6-7
377,Yes,2020-05-01 00:00:00,2020-09-15 00:00:00,B,Malware Analysis & Countermeasures (MAC),Cloud,Boston,Yes,8-9
378,No,2020-01-01 00:00:00,2020-06-15 00:00:00,D,Journey2Cloud,Python,Boston,No,5-6
379,No,2020-07-01 00:00:00,2020-10-15 00:00:00,D,iDefense- Zaim,Cloud,NYC,Yes,1-2
380,Yes,2020-03-01 00:00:00,2020-09-15 00:00:00,B,Journey2Cloud,Python,DC,Yes,5-6
381,No,2020-08-01 00:00:00,2020-12-15 00:00:00,H,Journey2Cloud,Java,NYC,No,1-2
382,Yes,2020-10-01 00:00:00,2020-12-15 00:00:00,G,iDefense- Zaim,Cloud,Chicago,No,5-6
383,No,2020-03-01 00:00:00,2020-09-15 00:00:00,B,AT&T Application Scanning,Oracle,Boston,Yes,6-7
384,Yes,2020-12-01 00:00:00,2020-12-15 00:00:00,E,Avande,Cloud,Denver,Yes,6-7
385,Yes,2020-05-01 00:00:00,2020-11-15 00:00:00,C,Chevron Cloud Security,ML,DC,Yes,9-10
386,Yes,2020-11-01 00:00:00,2020-11-15 00:00:00,E,Application Security F/P Analysis,Java,Denver,Yes,9-10
387,Yes,2020-04-01 00:00:00,2020-07-15 00:00:00,F,Journey2Cloud,Cloud,Denver,Yes,5-6
388,Yes,2020-03-01 00:00:00,2020-12-15 00:00:00,C,Journey2Cloud,Java,Boston,Yes,1-2
389,No,2020-12-01 00:00:00,2020-12-15 00:00:00,D,iDefense- Zaim,Cloud,NYC,No,3-4
390,No,2020-09-01 00:00:00,2020-09-15 00:00:00,H,iDefense- Zaim,ML,NYC,No,5-6
391,Yes,2020-12-01 00:00:00,2020-12-15 00:00:00,E,iDefense- Zaim,ML,Boston,Yes,5-6
392,Yes,2020-01-01 00:00:00,2020-07-15 00:00:00,G,Journey2Cloud,ML,NYC,No,10-11
393,No,2020-11-01 00:00:00,2020-11-15 00:00:00,C,Application Security F/P Analysis,ML,Chicago,No,4-5
394,No,2020-03-01 00:00:00,2020-09-15 00:00:00,E,AT&T Application Scanning,Python,Chicago,No,6-7
395,Yes,2020-03-01 00:00:00,2020-07-15 00:00:00,H,Cyber Integration,ML,Chicago,No,2-3
396,Yes,2020-12-01 00:00:00,2020-12-15 00:00:00,F,Cyber Integration,Python,Denver,Yes,5-6
397,Yes,2020-09-01 00:00:00,2020-09-15 00:00:00,F,Malware Analysis & Countermeasures (MAC),ML,Denver,No,4-5
398,No,2020-10-01 00:00:00,2020-12-15 00:00:00,F,AT&T Application Scanning,Java,NYC,Yes,2-3
399,Yes,2020-07-01 00:00:00,2020-12-15 00:00:00,G,Avande,Java,NYC,Yes,9-10
400,Yes,2020-01-01 00:00:00,2020-10-15 00:00:00,E,Chevron Cloud Security,Cloud,NYC,Yes,2-3
401,No,2020-08-01 00:00:00,2020-11-15 00:00:00,C,Journey2Cloud,Java,Chicago,Yes,7-8
402,No,2020-11-01 00:00:00,2020-12-15 00:00:00,F,Cloud Security Enablement Phase 1,Java,Boston,Yes,6-7
403,Yes,2020-11-01 00:00:00,2020-12-15 00:00:00,A,Journey2Cloud,Cloud,Boston,Yes,8-9
404,No,2020-05-01 00:00:00,2020-11-15 00:00:00,D,Cloud Security Enablement Phase 1,Python,Denver,Yes,2-3
405,No,2020-08-01 00:00:00,2020-12-15 00:00:00,B,Chevron Cloud Security,ML,Denver,No,1-2
406,No,2020-02-01 00:00:00,2020-04-15 00:00:00,A,Avande,Python,Chicago,No,2-3
407,No,2020-11-01 00:00:00,2020-12-15 00:00:00,G,iDefense- Odin,Oracle,Chicago,Yes,1-2
408,No,2020-12-01 00:00:00,2020-12-15 00:00:00,A,Malware Analysis & Countermeasures (MAC),Java,NYC,No,1-2
409,Yes,2020-11-01 00:00:00,2020-12-15 00:00:00,C,Chevron Cloud Security,Oracle,Chicago,No,8-9
410,Yes,2020-04-01 00:00:00,2020-09-15 00:00:00,F,Application Security F/P Analysis,Oracle,DC,No,1-2
411,Yes,2020-01-01 00:00:00,2020-07-15 00:00:00,B,Malware Analysis & Countermeasures (MAC),Oracle,NYC,No,2-3
412,No,2020-10-01 00:00:00,2020-11-15 00:00:00,D,Application Security F/P Analysis,Oracle,DC,No,10-11
413,No,2020-07-01 00:00:00,2020-09-15 00:00:00,H,Application Security F/P Analysis,Python,Boston,No,10-11
414,No,2020-04-01 00:00:00,2020-07-15 00:00:00,E,Application Security F/P Analysis,Java,Denver,Yes,8-9
415,No,2020-06-01 00:00:00,2020-07-15 00:00:00,G,iDefense- Odin,Cloud,DC,No,9-10
416,No,2020-02-01 00:00:00,2020-06-15 00:00:00,D,Application Security F/P Analysis,Oracle,NYC,No,9-10
417,Yes,2020-06-01 00:00:00,2020-06-15 00:00:00,G,iDefense- Odin,Oracle,DC,No,7-8
418,No,2020-04-01 00:00:00,2020-11-15 00:00:00,E,AT&T Application Scanning,Cloud,Chicago,No,1-2
419,Yes,2020-03-01 00:00:00,2020-09-15 00:00:00,D,Cloud Security Enablement Phase 1,Oracle,Boston,Yes,8-9
420,Yes,2020-12-01 00:00:00,2020-12-15 00:00:00,A,Chevron Cloud Security,Oracle,DC,Yes,1-2
421,Yes,2020-06-01 00:00:00,2020-11-15 00:00:00,C,Cyber Integration,Cloud,NYC,Yes,9-10
422,Yes,2020-11-01 00:00:00,2020-12-15 00:00:00,D,iDefense- Zaim,Oracle,DC,No,8-9
423,Yes,2020-05-01 00:00:00,2020-06-15 00:00:00,F,Application Security F/P Analysis,ML,Chicago,Yes,4-5
424,Yes,2020-06-01 00:00:00,2020-12-15 00:00:00,G,Application Security F/P Analysis,Python,NYC,No,7-8
425,No,2020-02-01 00:00:00,2020-11-15 00:00:00,A,Cloud Security Enablement Phase 1,Oracle,Boston,No,7-8
426,No,2020-01-01 00:00:00,2020-12-15 00:00:00,H,AT&T Application Scanning,Java,Chicago,Yes,2-3
427,No,2020-06-01 00:00:00,2020-11-15 00:00:00,F,Journey2Cloud,Java,DC,Yes,7-8
428,No,2020-07-01 00:00:00,2020-07-15 00:00:00,G,Cyber Integration,Python,DC,Yes,4-5
429,Yes,2020-06-01 00:00:00,2020-10-15 00:00:00,B,Cloud Security Enablement Phase 1,Java,Chicago,Yes,4-5
430,Yes,2020-02-01 00:00:00,2020-10-15 00:00:00,G,Cyber Integration,ML,Boston,No,4-5
431,Yes,2020-02-01 00:00:00,2020-11-15 00:00:00,B,Cloud Security Enablement Phase 1,ML,Chicago,No,5-6
432,No,2020-04-01 00:00:00,2020-10-15 00:00:00,B,iDefense- Zaim,ML,DC,Yes,5-6
433,Yes,2020-09-01 00:00:00,2020-10-15 00:00:00,F,AT&T Application Scanning,ML,NYC,No,2-3
434,Yes,2020-03-01 00:00:00,2020-09-15 00:00:00,C,iDefense- Odin,ML,Boston,No,8-9
435,Yes,2020-11-01 00:00:00,2020-11-15 00:00:00,G,AT&T Application Scanning,Java,DC,Yes,2-3
436,No,2020-04-01 00:00:00,2020-05-15 00:00:00,G,Journey2Cloud,Java,Boston,No,3-4
437,Yes,2020-12-01 00:00:00,2020-12-15 00:00:00,C,Application Security F/P Analysis,Cloud,NYC,Yes,6-7
438,No,2020-03-01 00:00:00,2020-08-15 00:00:00,B,iDefense- Zaim,Oracle,Denver,Yes,1-2
439,No,2020-05-01 00:00:00,2020-12-15 00:00:00,C,Malware Analysis & Countermeasures (MAC),ML,Boston,No,9-10
440,No,2020-07-01 00:00:00,2020-11-15 00:00:00,H,AT&T Application Scanning,Cloud,DC,Yes,9-10
441,No,2020-06-01 00:00:00,2020-06-15 00:00:00,G,Journey2Cloud,Cloud,Boston,Yes,5-6
442,Yes,2020-03-01 00:00:00,2020-12-15 00:00:00,A,AT&T Application Scanning,Cloud,Boston,Yes,10-11
443,Yes,2020-04-01 00:00:00,2020-12-15 00:00:00,E,Avande,ML,Denver,Yes,6-7
444,No,2020-08-01 00:00:00,2020-09-15 00:00:00,D,Malware Analysis & Countermeasures (MAC),Cloud,Denver,Yes,7-8
445,Yes,2020-03-01 00:00:00,2020-04-15 00:00:00,E,Application Security F/P Analysis,Java,Boston,No,10-11
446,Yes,2020-02-01 00:00:00,2020-07-15 00:00:00,A,Avande,Python,Boston,No,4-5
447,Yes,2020-09-01 00:00:00,2020-10-15 00:00:00,E,Application Security F/P Analysis,Java,DC,Yes,1-2
448,No,2020-07-01 00:00:00,2020-12-15 00:00:00,B,AT&T Application Scanning,Java,DC,Yes,10-11
449,Yes,2020-04-01 00:00:00,2020-08-15 00:00:00,H,Chevron Cloud Security,Java,Chicago,Yes,6-7
450,Yes,2020-06-01 00:00:00,2020-09-15 00:00:00,C,Malware Analysis & Countermeasures (MAC),Cloud,Chicago,No,8-9
451,Yes,2020-07-01 00:00:00,2020-08-15 00:00:00,F,Cloud Security Enablement Phase 1,Oracle,NYC,No,2-3
452,No,2020-03-01 00:00:00,2020-06-15 00:00:00,F,Malware Analysis & Countermeasures (MAC),Oracle,Chicago,Yes,5-6
453,No,2020-08-01 00:00:00,2020-11-15 00:00:00,G,Application Security F/P Analysis,Oracle,Denver,Yes,5-6
454,Yes,2020-11-01 00:00:00,2020-11-15 00:00:00,F,Malware Analysis & Countermeasures (MAC),ML,Denver,Yes,10-11
455,No,2020-11-01 00:00:00,2020-11-15 00:00:00,C,AT&T Application Scanning,ML,Denver,Yes,10-11
456,Yes,2020-01-01 00:00:00,2020-02-15 00:00:00,E,Malware Analysis & Countermeasures (MAC),Cloud,NYC,No,4-5
457,Yes,2020-08-01 00:00:00,2020-11-15 00:00:00,G,Cloud Security Enablement Phase 1,Cloud,DC,No,2-3
458,Yes,2020-06-01 00:00:00,2020-09-15 00:00:00,E,Cloud Security Enablement Phase 1,Python,NYC,Yes,7-8
459,No,2020-10-01 00:00:00,2020-12-15 00:00:00,A,Malware Analysis & Countermeasures (MAC),Cloud,Denver,Yes,3-4
460,Yes,2020-03-01 00:00:00,2020-09-15 00:00:00,F,AT&T Application Scanning,Python,Denver,No,7-8
461,No,2020-11-01 00:00:00,2020-12-15 00:00:00,H,Malware Analysis & Countermeasures (MAC),Python,Chicago,No,6-7
462,Yes,2020-01-01 00:00:00,2020-06-15 00:00:00,F,Cyber Integration,Cloud,NYC,No,2-3
463,No,2020-05-01 00:00:00,2020-06-15 00:00:00,C,iDefense- Zaim,Oracle,Chicago,Yes,5-6
464,No,2020-11-01 00:00:00,2020-11-15 00:00:00,H,Chevron Cloud Security,ML,Boston,Yes,1-2
465,Yes,2020-04-01 00:00:00,2020-10-15 00:00:00,C,Application Security F/P Analysis,Oracle,DC,Yes,3-4
466,No,2020-02-01 00:00:00,2020-08-15 00:00:00,C,iDefense- Zaim,Java,NYC,No,1-2
467,No,2020-06-01 00:00:00,2020-06-15 00:00:00,C,iDefense- Zaim,Java,Chicago,Yes,6-7
468,No,2020-07-01 00:00:00,2020-12-15 00:00:00,A,Chevron Cloud Security,Java,NYC,Yes,1-2
469,No,2020-11-01 00:00:00,2020-12-15 00:00:00,C,Journey2Cloud,Cloud,Chicago,Yes,1-2
470,Yes,2020-10-01 00:00:00,2020-12-15 00:00:00,C,AT&T Application Scanning,Python,Denver,Yes,2-3
471,Yes,2020-04-01 00:00:00,2020-09-15 00:00:00,C,Journey2Cloud,Python,DC,Yes,7-8
472,No,2020-02-01 00:00:00,2020-07-15 00:00:00,G,Journey2Cloud,Oracle,Denver,No,9-10
473,Yes,2020-03-01 00:00:00,2020-09-15 00:00:00,C,AT&T Application Scanning,Oracle,DC,No,8-9
474,Yes,2020-09-01 00:00:00,2020-09-15 00:00:00,F,Avande,Cloud,Chicago,Yes,3-4
475,No,2020-06-01 00:00:00,2020-07-15 00:00:00,H,Application Security F/P Analysis,Java,Chicago,No,1-2
